"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Mustelus asterias","Kalb, Kalb bhar, Katat, Kelb bhar, Kelb el bahar, Maniosa, Qarsh Mouraqqat, Wahsh, Mussola gravatja, Mussola pigallada, Nuciolu, Occhi blu, morgi llyfn, Glathaj, Plettet glathaj, Stjernehaj, Glatthai, Gefleckter Glatthai, Gefleckter Hundshai, Drossitis, Astrogaleos, Galeos, Tollo, Smooth-hound, Starry smooth hound, Starry smoothhound, Starry smoothound, Stellate smooth-hound, starry smooth-hound, Tollo, Boca blanca, Caella, Musola dentuda, Musola estrellada, Musola pintada, Tolla, Missole, An scoirneach ballach, Kerishon naqod, Krishon matsuy, Pena, Gluhak, Cane, Cagnassetto, Cagneto, Cagnoleto, Can bianco, Gattone, Mussola, Nicciolo, Nisseua, Nissoa, Nissola grisa, Nocciolo stellato, Palombo, Palombo nocciolo, Palombo stellato, Palomme, Palumbu, Palumme steddate, Palummo stelliate, Palummu 'mperiali, Palummu pintu, Palummu senza denti, Palummu stilliatu, Sbriglio, Stellotto, Stire, Mazzola, Mazzola bla xewka, Mazzola tat-tbajja, Gladde haai, Gevlekte gladde haai, Gevlekte toonhaai, Toonhaai, Hvitflekket glatthai, Glatthai, Caneja, Palomb, Pellumb me ylleza, Pas cukov, Pas pena, Nordlig hundhaj, Glatthaj","CARCHARHINIFORMES","TRIAKIDAE","LC",39357,"http://www.iucnredlist.org/details/classify/39357/0","http://www.iucnredlist.org/pdflink.39357","http://www.fishbase.org/summary/Mustelus-asterias.html",5938,"demersal",69.95,"Very low"
"Mustelus californicus","Grey smooth-hound, Gray smooth hound, Gray smooth-hound, Smoothhound, gray smoothhound, Musola gris, Musola gris de California, Kaliforniankoirahai, Mustelus californicus, Emissole grise, Grijze toonhaai, Californisk hundhaj","CARCHARHINIFORMES","TRIAKIDAE","LC",161334,"http://www.iucnredlist.org/details/classify/161334/0","http://www.iucnredlist.org/pdflink.161334","http://www.fishbase.org/summary/Mustelus-californicus.html",2538,"demersal",47.56,"Very low"
"Mustelus canis","smooth dogfish, Boca dulce, smooth hound, smooth dog, smooth dogfish, Hundehaj, punktierter Glatthai, Glatthai, Agbloloe, Dusky Smoothhound, Atlantic smooth dogfish, Dogfish, Dusky smooth hound, Grayfish, Nurse shark, Smoothhound, dusky smooth-hound, smooth hound, Viuda dientuda, Boca blanca, Boca dulce, Caella, Gatuzo, Mozuela, Musola, Musola dentuda, Mustela, Palomo, Tolla, Viuda, Koirahai, Palloun, Chien de mer gris et roux, Emissole douce, Estella, Lale-akal, Inu-hoshizame, Donkere toonhaai, Hondshaai, Glatthai, Mustel psi, Tolo, Bico doce, Bodinho, Canejo, Sebastiao, Hundhaj, Glatthaj, Maan","CARCHARHINIFORMES","TRIAKIDAE","NT",39359,"http://www.iucnredlist.org/details/classify/39359/0","http://www.iucnredlist.org/pdflink.39359","http://www.fishbase.org/summary/Mustelus-canis.html",2539,"demersal",87.28,"Low"
"Mustelus dorsalis","Skarptandet glathaj, Sharpnose smooth hound, Sharp-tooth smooth hound, Sharptooth smoot-hound, Smoothhound, Tollo, Vieja, sharptooth smooth-hound, sharptooth smoothhound, Tollo, Musola blanca, Piruche, Tollo blanco, Vieja, Mustelus dorsalis, Emissole blanche, Scherpsnuittoonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",44580,"http://www.iucnredlist.org/details/classify/44580/0","http://www.iucnredlist.org/pdflink.44580","http://www.fishbase.org/summary/Mustelus-dorsalis.html",5940,"demersal",65.76,"Very low"
"Mustelus fasciatus","Stribet glathaj, Striped smooth hound, Striped dogfish, striped smooth-hound, Musola, Gatuso, Gatuzo, Mustola listada, Raitakoirahai, Mustelus fasciatus, Gestreepte toonhaai, Canejo malhado","CARCHARHINIFORMES","TRIAKIDAE","CR",44581,"http://www.iucnredlist.org/details/classify/44581/0","http://www.iucnredlist.org/pdflink.44581","http://www.fishbase.org/summary/Mustelus-fasciatus.html",5944,"demersal",73.4,"Very low"
"Mustelus griseus","Hui sha, Hui xing sha, Uplettet glathaj, Japanese gray smooth hound, Japan smoothhound, Spotless smooth hound, spotless smooth-hound, Musola gris, Mustelus griseus, Shirozame, Kae-sang-o, Egale toonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",161715,"http://www.iucnredlist.org/details/classify/161715/0","http://www.iucnredlist.org/pdflink.161715","http://www.fishbase.org/summary/Mustelus-griseus.html",5931,"demersal",63.27,"Very low"
"Mustelus henlei","Brun glathaj, Brown smooth-hound, Brown smooth hound, Smoothhound, brown smoothhound, Musola parda, Ruskokoirahai, Mustelus henlei, Emissole brune, Bruine toonhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",161648,"http://www.iucnredlist.org/details/classify/161648/0","http://www.iucnredlist.org/pdflink.161648","http://www.fishbase.org/summary/Mustelus-henlei.html",2540,"demersal",58.4,"Low"
"Mustelus higmani","Viuda, Smalleye smooth hound, Smalleye smoothhound, smalleye smooth-hound, Viuda, Musola amarilla, Mustelus higmani, Emissole ti-yeux, Emissole tiyeux, Kitsune-hoshizame, Kleinoogtoonhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",60204,"http://www.iucnredlist.org/details/classify/60204/0","http://www.iucnredlist.org/pdflink.60204","http://www.fishbase.org/summary/Mustelus-higmani.html",5932,"demersal",46.78,"Very low"
"Mustelus lenticulatus","mango, Gummy shark, Rig, Smooth-hound, Spotted dogfish, Spotted estuary rig, Spotted estuary smooth hound, Spotted smoothhound, spotted estuary smooth-hound, Musola manchada, mango, Kapeta, Manga, Pioke, Brakwatertoonhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",39356,"http://www.iucnredlist.org/details/classify/39356/0","http://www.iucnredlist.org/pdflink.39356","http://www.fishbase.org/summary/Mustelus-lenticulatus.html",5933,"demersal",76.53,"Very low"
"Mustelus lunulatus","Seglfinnet glathaj, Sicklefin smooth-hound, Sicklefin smooth hound, Smoothhound, Tollo, sicklefin smoothhound, Tollo, Musola segadora, Tollo mamon, Vieja, Mustelus lunulatus, Emissole mamon, Sikkelvintoonhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",161640,"http://www.iucnredlist.org/details/classify/161640/0","http://www.iucnredlist.org/pdflink.161640","http://www.fishbase.org/summary/Mustelus-lunulatus.html",2541,"demersal",74.96,"Low"
"Mustelus manazo","Stjerneplettet glathaj, Spotted shark, Gummy dogfish, Gummy shark, Hound shark, Japanese smooth hound, Star-spotted gummy shark, Star-spotted shark, Star-spotted smooth hound, Starsoptted smooth-hound, starspotted smooth-hound, topes, Musola celestial, Hoshizame, Pyol-sang-o, Kajari magar, Yu jaras, Yu-jaras bintik, Stervlektoonhaai, Caneja, Sobach'ya, Mangra, Pal sorrah","CARCHARHINIFORMES","TRIAKIDAE","DD",161633,"http://www.iucnredlist.org/details/classify/161633/0","http://www.iucnredlist.org/pdflink.161633","http://www.fishbase.org/summary/Mustelus-manazo.html",5941,"demersal",70.73,"Very low"
"Mustelus mento","smooth hound, Smoothhound, Speckled smooth hound, Speckled smoothhound, Tollo, Tollo con fajas, speckled smooth-hound, Tollo, Musola fina, Piruche, Tollo blanco, Tollo con bandas, Tollo fino, Mustelus mento, Emissole fine, Gespikkelde toonhaai","CARCHARHINIFORMES","TRIAKIDAE","NT",63128,"http://www.iucnredlist.org/details/classify/63128/0","http://www.iucnredlist.org/pdflink.63128","http://www.fishbase.org/summary/Mustelus-mento.html",5934,"demersal",66.26,"Very low"
"Mustelus minicanis","Dwarf smoothhound, Venezuelan dwarf smoothhound, Mammon enano, Toyo, Dwergtoonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",60205,"http://www.iucnredlist.org/details/classify/60205/0","http://www.iucnredlist.org/pdflink.60205","http://www.fishbase.org/summary/Mustelus-minicanis.html",50772,"benthopelagic",36.16,"Low"
"Mustelus mosis","Hardeneus-hondhaai, Jarjur, Qersh, Arabisk glathaj, Arabian smooth-hound, Arabian smooth hound, Arabian smoothhound, Gummy shark, Gummy smooth hound, Hardnose smooth hound, Hardnose smoothhound, Hardnosed smooth-hound, Hound shark, Moses smooth hound, Moses smooth-hound, Moses smoothhound, Mustelus mosis, Emissole d'Arabie, Kajari-mager, Yu jaras, Yu-jaras Arab, Arabische toonhaai, Pal-sorrah, Chalarm Noo","CARCHARHINIFORMES","TRIAKIDAE","DD",161480,"http://www.iucnredlist.org/details/classify/161480/0","http://www.iucnredlist.org/pdflink.161480","http://www.fishbase.org/summary/Mustelus-mosis.html",5942,"demersal",71.56,"Very low"
"Mustelus mustelus","Hondhaai, Spierhaai, Girsh, Kalb il bahr, Qarsh Amlas, Taess, Tolla, matel, virli, Mussola vera, Nuciolu, morgi serennog, Glathaj, Almindelig glathaj, Glatthai, Hundshai, Glatthai, Grauer Glatthai, Mittelmeer-glatthai, Drossitis, Galeos, Griso galeos, Grizogaleos, Smooth-hound, Common smoothhound, Gray mouth dog, Houndshark, Smoothhound, Stellate smooth-hound, Tollo, cacao, smooth dogfish, smooth hound, sweet william, Tollo, Boca blanca, Jaqueta, Musola, Musola gavatia, Musola pintada, Musola vera, Pique, Silokoirahai, Emissole, Chien de mer, Emissole lisse, Gat roumillon, Lentillat, Missole, Moutelle commune, Palloun, Kerishon, Kerishou, Krishon nakad, Pas pena, Gluhak, Pena, Cane, Cagneto, Cagnoleto, Cagnoletto, Cialestru, Gattone, Mussola, Nisseua, Nissoa, Nocciolo, Palombo, Palombo comune, Palombo liscio, Palombo nocciolo, Palumme, Palumme verace, Palummu, Penn, Penne, Stire, can, Zaghrun, Mazzola, Mazzola bla xewka, Mazzola tat-tbajja, Zandhaai, Gladde haai, Toonhaai, Glatthai, Mustel siwy a. siwosz, Galhudo, Caneja, Caneja-lisa, Corre-costa, cachuco, Mustel, navadni morski pes, Palomb, Peshk pellumb, palombi, Pas cukov, Pas glusac, Pas mekus, Glatthaj, Sydlig hundhaj","CARCHARHINIFORMES","TRIAKIDAE","VU",39358,"http://www.iucnredlist.org/details/classify/39358/0","http://www.iucnredlist.org/pdflink.39358","http://www.fishbase.org/summary/Mustelus-mustelus.html",4996,"demersal",73.58,"Very low"
"Mustelus norrisi","Florida-glathaj, Florida smoothhound, Florida smooth hound, Florida smooth-hound, Narrowfin smooth hound, Viuda, narrowfin smooth-hound, Viuda, Boca dulce, Musola viuda, Vilma, Viuda virma, Mustelus norrisi, Emissole veuve, Floridatoonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",161518,"http://www.iucnredlist.org/details/classify/161518/0","http://www.iucnredlist.org/pdflink.161518","http://www.fishbase.org/summary/Mustelus-norrisi.html",2542,"demersal",57.61,"Very low"
"Mustelus palumbes","Witkol-hondhaai, Witkol-houndhaai, Hvidplettet glathaj, Smoothound, Whitespot smoothhound, Whitespotted smooth hound, whitespotted smooth-hound, Musola, Musola paloma, Mustelus palumbes, Emissole palombe, Witvlektoonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",60247,"http://www.iucnredlist.org/details/classify/60247/0","http://www.iucnredlist.org/pdflink.60247","http://www.fishbase.org/summary/Mustelus-palumbes.html",5935,"demersal",62.8,"Very low"
"Mustelus punctulatus","Mussola tacada, Sortplettet glathaj, Gepunkteter Glatthai, Schwarzpunkt-Glatthai, Drossitis, Galeos, Stiktogaleos, Blackspot smooth hound, Black spotted smooth hound, Blackspotted Smoothhound, blackspotted smooth-hound, Musola pimienta, Musola punteada, Pilkkukoirahai, Pilkkuhai, Emissole pointillee, Pena, Gluhak, Palombo punteggiato, Zwartvlektoonhaai, Pas","CARCHARHINIFORMES","TRIAKIDAE","DD",161485,"http://www.iucnredlist.org/details/classify/161485/0","http://www.iucnredlist.org/pdflink.161485","http://www.fishbase.org/summary/Mustelus-punctulatus.html",5936,"demersal",54.05,"Low"
"Mustelus ravidus","Australian grey smooth-hound","CARCHARHINIFORMES","TRIAKIDAE","LC",63165,"http://www.iucnredlist.org/details/classify/63165/0","http://www.iucnredlist.org/pdflink.63165","http://www.fishbase.org/summary/Mustelus-ravidus.html",63600,"benthopelagic",42.27,"Medium"
"Mustelus schmitti","Patagonisk glathaj, Patagonischer Glatthai, Narrownose smooth hound, Narrownose smoothhound, Patagonian smoothhound, narrownose smooth-hound, Gatuso, Gatuzo, Kuonokoirahai, Mustelus schmitti, Emissole gatuso, Palombo atlantico, Smalsnuittoonhaai, Patagonische gladde haai, Canejo, Argentinsk Hundhaj","CARCHARHINIFORMES","TRIAKIDAE","EN",60203,"http://www.iucnredlist.org/details/classify/60203/0","http://www.iucnredlist.org/pdflink.60203","http://www.fishbase.org/summary/Mustelus-schmitti.html",5937,"demersal",58.1,"Very low"
"Mustelus sinusmexicanus","Gulf smoothhound, Gulf of mexico smoothhound, Musola, Emissole, Golf Van Mexico Toonhaai","CARCHARHINIFORMES","TRIAKIDAE","DD",60206,"http://www.iucnredlist.org/details/classify/60206/0","http://www.iucnredlist.org/pdflink.60206","http://www.fishbase.org/summary/Mustelus-sinusmexicanus.html",50773,"pelagic-oceanic",63.38,"Low"
"Mustelus stevensi","White-spotted gummy shark","CARCHARHINIFORMES","TRIAKIDAE","LC",42716,"http://www.iucnredlist.org/details/classify/42716/0","http://www.iucnredlist.org/pdflink.42716","http://www.fishbase.org/summary/Mustelus-stevensi.html",64108,"benthopelagic",53.16,"Medium"
"Mustelus walkeri","Eastern spotted gummy shark","CARCHARHINIFORMES","TRIAKIDAE","DD",195426,"http://www.iucnredlist.org/details/classify/195426/0","http://www.iucnredlist.org/pdflink.195426","http://www.fishbase.org/summary/Mustelus-walkeri.html",64109,"benthopelagic",56.75,"Low"
"Mustelus whitneyi","Pukkelrygget glathaj, Humpback smooth hound, Humpback smoothhound, Smoothhound, humpback smooth-hound, Tollo, Musola prieta, Piruche, Tollo prieto, Emissole piruche, Gebochelde toonhaai","CARCHARHINIFORMES","TRIAKIDAE","VU",63129,"http://www.iucnredlist.org/details/classify/63129/0","http://www.iucnredlist.org/pdflink.63129","http://www.fishbase.org/summary/Mustelus-whitneyi.html",5939,"demersal",51.53,"Very low"
"Mustelus widodoi","White-fin smooth-hound","CARCHARHINIFORMES","TRIAKIDAE","DD",161571,"http://www.iucnredlist.org/details/classify/161571/0","http://www.iucnredlist.org/pdflink.161571","http://www.fishbase.org/summary/Mustelus-widodoi.html",63788,"benthopelagic",59.18,"Low"
"Myliobatis aquila","Pylstert, Arendrog, Gharabi, Lagh'm, Tess, Tiss, rea bri, Milana, Falcone, morgath adeiniog, Adlerrochen, Adlerroche, Atlantischer Adlerrochen, Eulenrochen, Gemeiner Adlerrochen, Meeradler, Aetopsaro, Common eagle ray, Common bull ray, Eagle ray, Eagleray, Mill skate, Sea eagle, Toadfish, Viuda, Whipray, spotted eagle ray, Chucho, Aguila marina, Choucho, Jutjo, Milana, Mongeta, Monja, Monjeta, Obispo, Ralapinuada, Totino, Viuda, aguila de mar, Kotkarausku, Aigle de mer, Aigle commun, Aigle de mer commun, Ferrazo, Glorieuse, Hirondelle, Lancette, Mourine, Mourine aigle, Mourine noctule, Mourine-aigle, Mourine-noctule, Pesce rato, Raie aigle, Raie-aigle, Ratopennado, Tare, Golub, Biskup, Golub kosir, Kolumbul, Kosir, Sokol, Arnarskata, Aquila di mare, Acula, Calumbe, Cappuccinu, Ciuvette, Colombo, Diavuluni, Feraja, Ferassa, Ferraccia, Ferri in coa, Matan, Mucchio caputo, Mugghiu, Muniacedde, Nottola, Orinegliu, Pesce vacca, Protene, Protinu, Taddarita, Teraurchje, Tistutu, Vaccarella, Zaraurchie, Tobiei, Hamiema, Ajkla, Ghasfur, Hamiema komuni, Tajra, Arendskoprog, Adelaarsrog, Chuchu aquila, Duivelsrog, Orlen a. skrzydlak pospolity, Raia, Chuco, Dormideiro, Raia-morcego, rato, Vultur de mare, Shqiponje deti, shqiponja e detit, Golub, Folya, Denizkartali baligi, Folya baligi, Fulya, Fulya baligi","RAJIFORMES","MYLIOBATIDAE","DD",161569,"http://www.iucnredlist.org/details/classify/161569/0","http://www.iucnredlist.org/pdflink.161569","http://www.fishbase.org/summary/Myliobatis-aquila.html",4330,"benthopelagic",58.88,"Very low"
"Myliobatis californicus","Bat eagle ray","RAJIFORMES","MYLIOBATIDAE","LC",39416,"http://www.iucnredlist.org/details/classify/39416/0","http://www.iucnredlist.org/pdflink.39416","http://www.fishbase.org/summary/Myliobatis-californicus.html",NA,NA,NA,NA
"Myliobatis chilensis","Chilean eagle ray, raya aguila, Chucho, Cuero, Manta, Manta raya, Manta-raya, Peje-aguila, aguila de mar, Chileense adelaarsrog","RAJIFORMES","MYLIOBATIDAE","DD",60123,"http://www.iucnredlist.org/details/classify/60123/0","http://www.iucnredlist.org/pdflink.60123","http://www.fishbase.org/summary/Myliobatis-chilensis.html",8216,"benthopelagic",69.1,"Low"
"Myliobatis freminvillii","Bullnose eagle ray","RAJIFORMES","MYLIOBATIDAE","DD",161568,"http://www.iucnredlist.org/details/classify/161568/0","http://www.iucnredlist.org/pdflink.161568","http://www.fishbase.org/summary/Myliobatis-freminvillii.html",NA,NA,NA,NA
"Myliobatis goodei","rockfish, Southern eagle fish, Southern eagle ray, Chucho, Chucho amarillo, Aigle de mer chuche, Aigle de mer du sud, Zuidelijke adelaarsrog, Raia-sapo, Raia-amarela, Leopardrocka","RAJIFORMES","MYLIOBATIDAE","DD",161436,"http://www.iucnredlist.org/details/classify/161436/0","http://www.iucnredlist.org/pdflink.161436","http://www.fishbase.org/summary/Myliobatis-goodei.html",2583,"benthopelagic",51.06,"Very low"
"Myliobatis hamlyni","Purple eagle ray, Hamlyn's bull-ray, Purple bull-ray, Paarse adelaarsrog","RAJIFORMES","MYLIOBATIDAE","EN",60124,"http://www.iucnredlist.org/details/classify/60124/0","http://www.iucnredlist.org/pdflink.60124","http://www.fishbase.org/summary/Myliobatis-hamlyni.html",15477,"benthopelagic",60.8,"Low"
"Myliobatis longirostris","Snouted eagle ray, Longnose eagle ray, bat-eagle ray, Raya picuda, Aguila picuda, Kuonokotkarausku, Myliobatis longirostris, Aigle de mer espadon, Langsnuitadelaarsrog","RAJIFORMES","MYLIOBATIDAE","NT",60125,"http://www.iucnredlist.org/details/classify/60125/0","http://www.iucnredlist.org/pdflink.60125","http://www.fishbase.org/summary/Myliobatis-longirostris.html",13199,"benthopelagic",60.27,"Low"
"Myliobatis peruvianus","Peruvian eagle ray, bat-eagle ray, Raya, Manta, Pez-diablo, Peruaanse adelaarsrog","RAJIFORMES","MYLIOBATIDAE","DD",60126,"http://www.iucnredlist.org/details/classify/60126/0","http://www.iucnredlist.org/pdflink.60126","http://www.fishbase.org/summary/Myliobatis-peruvianus.html",54617,"benthopelagic",60.8,"Low"
"Myliobatis tenuicaudatus","New Zealand eagle ray, Eagle ray, Whiptail ray, Aigle de mer commun, Whai keo","RAJIFORMES","MYLIOBATIDAE","LC",41834,"http://www.iucnredlist.org/details/classify/41834/0","http://www.iucnredlist.org/pdflink.41834","http://www.fishbase.org/summary/Myliobatis-tenuicaudatus.html",12819,"benthopelagic",59.35,"Low"
"Myliobatis tobijei","Yuan fen, Eagle ray, Cowhead eagle ray, Japanese eagle ray, Kite ray, Japaninkotkarausku, Tobi-ei, Pari elang, Mae-ga-o-ri, Vliegervormige adelaarsrog","RAJIFORMES","MYLIOBATIDAE","DD",161357,"http://www.iucnredlist.org/details/classify/161357/0","http://www.iucnredlist.org/pdflink.161357","http://www.fishbase.org/summary/Myliobatis-tobijei.html",12964,"demersal",60.91,"Low"
"Narcine atzi",NA,"RAJIFORMES","NARCINIDAE","DD",161660,"http://www.iucnredlist.org/details/classify/161660/0","http://www.iucnredlist.org/pdflink.161660","http://www.fishbase.org/summary/Narcine-atzi.html",61441,"demersal",19.06,"Low"
"Narcine bancroftii","Narcina Bancroftova, lesser electric ray, Caribbean electric ray, Spotted torpedo ray","RAJIFORMES","NARCINIDAE","CR",63142,"http://www.iucnredlist.org/details/classify/63142/0","http://www.iucnredlist.org/pdflink.63142","http://www.fishbase.org/summary/Narcine-bancroftii.html",53905,"demersal",28.32,"Low"
"Narcine brasiliensis","Brasiliansk elrokke, Brazilian electric ray, Bvrazilian electric ray, Electric ray, Small electric ray, Spotted torpedo ray, Torpedofish, Trembler, lesser electric ray, Torpedo, Temblador de mar, Trembladera, tembladera brasilena, Kumoma-shibire-ei, Kleine stroomrog, Arraia, Emplasto, Raia treme treme, Raia-emplasto, Treme-treme, Tremelga, Liten darrocka","RAJIFORMES","NARCINIDAE","DD",63157,"http://www.iucnredlist.org/details/classify/63157/0","http://www.iucnredlist.org/pdflink.63157","http://www.fishbase.org/summary/Narcine-brasiliensis.html",2551,"reef-associated",30.01,"Low"
"Narcine brevilabiata","Shortlip electric ray, Kortlipstroomrog","RAJIFORMES","NARCINIDAE","VU",61406,"http://www.iucnredlist.org/details/classify/61406/0","http://www.iucnredlist.org/pdflink.61406","http://www.fishbase.org/summary/Narcine-brevilabiata.html",15401,"demersal",28.32,"Low"
"Narcine entemedor","Elektrischer Rochen, Giant electric ray, Cortez electric ray, electric-ray, Raya electrica, Cortezstroomrog","RAJIFORMES","NARCINIDAE","DD",161716,"http://www.iucnredlist.org/details/classify/161716/0","http://www.iucnredlist.org/pdflink.161716","http://www.fishbase.org/summary/Narcine-entemedor.html",8215,"demersal",32.26,"Low"
"Narcine insolita",NA,"RAJIFORMES","NARCINIDAE","DD",161554,"http://www.iucnredlist.org/details/classify/161554/0","http://www.iucnredlist.org/pdflink.161554","http://www.fishbase.org/summary/Narcine-insolita.html",60940,"demersal",25.6,"Low"
"Narcine lasti","Western numbfish","RAJIFORMES","NARCINIDAE","LC",161700,"http://www.iucnredlist.org/details/classify/161700/0","http://www.iucnredlist.org/pdflink.161700","http://www.fishbase.org/summary/Narcine-lasti.html",60941,"demersal",19.3,"Low"
"Narcine leoparda","electric-ray","RAJIFORMES","NARCINIDAE","NT",63154,"http://www.iucnredlist.org/details/classify/63154/0","http://www.iucnredlist.org/pdflink.63154","http://www.fishbase.org/summary/Narcine-leoparda.html",60942,"demersal",17.57,"Low"
"Narcine lingula","Rough electric ray, Chinese numbfish, Ruwe stroomrog","RAJIFORMES","NARCINIDAE","DD",161523,"http://www.iucnredlist.org/details/classify/161523/0","http://www.iucnredlist.org/pdflink.161523","http://www.fishbase.org/summary/Narcine-lingula.html",15445,"demersal",17.57,"Low"
"Narcine maculata","Indian electric ray, Dark-spotted elctric ray, Dark-spotted electric ray, Darkfinned numbfish, Darkspotted electric ray, Electric ray, Maculated electric ray, Mambled electric ray, Numbfish, Pari serban, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari-karan hitam, Indische stroomrog, Gevlekte stroomrog, Stevige stroomrog","RAJIFORMES","NARCINIDAE","DD",161560,"http://www.iucnredlist.org/details/classify/161560/0","http://www.iucnredlist.org/pdflink.161560","http://www.fishbase.org/summary/Narcine-maculata.html",53950,"demersal",17.83,"Low"
"Narcine nelsoni","Darkfinned numbfish","RAJIFORMES","NARCINIDAE","LC",195460,"http://www.iucnredlist.org/details/classify/195460/0","http://www.iucnredlist.org/pdflink.195460","http://www.fishbase.org/summary/Narcine-nelsoni.html",64137,"benthopelagic",18.47,NA
"Narcine oculifera","Eastern numbfish","RAJIFORMES","NARCINIDAE","DD",161690,"http://www.iucnredlist.org/details/classify/161690/0","http://www.iucnredlist.org/pdflink.161690","http://www.fishbase.org/summary/Narcine-oculifera.html",59101,"benthopelagic",32.7,"Low"
"Narcine ornata",NA,"RAJIFORMES","NARCINIDAE","LC",195462,"http://www.iucnredlist.org/details/classify/195462/0","http://www.iucnredlist.org/pdflink.195462","http://www.fishbase.org/summary/Narcine-ornata.html",64136,"benthopelagic",14.1,NA
"Narcine prodorsalis","Tonkin electric ray, Tonkin numbfish, Pari serban, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari-karan bintik, Tonkinstroomrog","RAJIFORMES","NARCINIDAE","DD",161545,"http://www.iucnredlist.org/details/classify/161545/0","http://www.iucnredlist.org/pdflink.161545","http://www.fishbase.org/summary/Narcine-prodorsalis.html",15446,"demersal",20.91,"Low"
"Narcine rierai","Slank drilvis, Slank elrokke, Slender electric ray, Mozambique electric ray, Mozambique numbfish, Mozambiquestroomrog","RAJIFORMES","NARCINIDAE","DD",161646,"http://www.iucnredlist.org/details/classify/161646/0","http://www.iucnredlist.org/pdflink.161646","http://www.fishbase.org/summary/Narcine-rierai.html",25637,"bathydemersal",20.69,"Low"
"Narcine tasmaniensis","Australsk elrokke, Tasmanian numbfish, Electric ray, Electric torpedo, Ground shark, Little numbfish, Numbfish, Tasmaanse stroomrog","RAJIFORMES","NARCINIDAE","LC",161628,"http://www.iucnredlist.org/details/classify/161628/0","http://www.iucnredlist.org/pdflink.161628","http://www.fishbase.org/summary/Narcine-tasmaniensis.html",24095,"bathydemersal",36.95,"Low"
"Narcine timlei","Indisk elrokke, Spotted numbfish, Black-spotted electric ray, Blackspotted numbfish, Brown-spotted electric ray, Indian electric ray, Largespotted numbfish, Numbfish, Spotted electric ray, Timle's electric ray, Taiwan-shibire-ei, Yaito Shibireei, Karas, Kebas, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari serban, Pari-karan ampai, Zwartgevlekte stroomrog, Indische stroomrog, Karas, Ghido","RAJIFORMES","NARCINIDAE","DD",161445,"http://www.iucnredlist.org/details/classify/161445/0","http://www.iucnredlist.org/pdflink.161445","http://www.fishbase.org/summary/Narcine-timlei.html",8206,"demersal",20,"Low"
"Narcine vermiculatus","Vermiculate electric ray, Vermiculated electric ray, Wormy electric ray, electric-ray, Wormstekige stroomrog","RAJIFORMES","NARCINIDAE","NT",161423,"http://www.iucnredlist.org/details/classify/161423/0","http://www.iucnredlist.org/pdflink.161423","http://www.fishbase.org/summary/Narcine-vermiculatus.html",13207,"demersal",28.28,"Low"
"Narcine westraliensis","Banded numbfish, Bandstroomrog","RAJIFORMES","NARCINIDAE","LC",161346,"http://www.iucnredlist.org/details/classify/161346/0","http://www.iucnredlist.org/pdflink.161346","http://www.fishbase.org/summary/Narcine-westraliensis.html",24101,"demersal",15.45,"Low"
"Narke capensis","Eenvin-drilvis, Kap-elrokke, Cape numbfish, Onefin electric ray, Pez temblador del Cabo, Poisson engourdeur du Cap, Eenvinsluimerrog","RAJIFORMES","NARKIDAE","DD",161614,"http://www.iucnredlist.org/details/classify/161614/0","http://www.iucnredlist.org/pdflink.161614","http://www.fishbase.org/summary/Narke-capensis.html",25550,"demersal",20,"Low"
"Narke dipterygia","Numbray, Spottail electric ray, Spottail sleeper ray, Hakuten-shibire-ei, Vlekstaartsluimerrog, Mathan","RAJIFORMES","NARKIDAE","DD",161607,"http://www.iucnredlist.org/details/classify/161607/0","http://www.iucnredlist.org/pdflink.161607","http://www.fishbase.org/summary/Narke-dipterygia.html",13689,"demersal",10,"Low"
"Narke japonica","Plettet elrokke, Electric numb ray, Electric ray, Japanese electric ray, Japanese sleeper ray, Japanese spotted torpedo, Shibire-ei, Chon-gi-ga-o-ri, Japanse sluimerrog","RAJIFORMES","NARKIDAE","VU",161665,"http://www.iucnredlist.org/details/classify/161665/0","http://www.iucnredlist.org/pdflink.161665","http://www.fishbase.org/summary/Narke-japonica.html",15438,"reef-associated",20.91,"Low"
"Nasolamia velox","Tollo, Requiem shark, Shark, whitenose shark, Cazon, Pico blanco, Tollo, Nasolamia velox, Requin nez blanc, Witneushaai","CARCHARHINIFORMES","CARCHARHINIDAE","DD",161355,"http://www.iucnredlist.org/details/classify/161355/0","http://www.iucnredlist.org/pdflink.161355","http://www.fishbase.org/summary/Nasolamia-velox.html",895,"demersal",60.91,"Very low"
