"ScientificName","FBname","order_name","family_nam","DemersPelag","code","Vulnerability","Resilience","Length","LongevityWild","web_redlist","web_fishbase","CommonName","MarkRecapt_tags","MarkRecapt_mean","MarkRecapt_sd","passive_tags","passive_mean","passive_sd","satellite_tags","satellite_mean","satellite_sd"
"Mustelus ravidus","Australian grey smooth-hound","Carcharhiniformes","Triakidae","benthopelagic","LC",46.01,"Medium",68.3,NA,"http://www.iucnredlist.org/details/classify/63165/0","http://www.fishbase.org/summary/Mustelus-ravidus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus schmitti","Narrownose smooth-hound","Carcharhiniformes","Triakidae","demersal","EN",54.12,"Very low",92,NA,"http://www.iucnredlist.org/details/classify/60203/0","http://www.fishbase.org/summary/Mustelus-schmitti.html","Patagonisk glathaj, Patagonischer Glatthai, Narrownose smooth hound, Narrownose smoothhound, Patagonian smoothhound, narrownose smooth-hound, Gatuso, Gatuzo, Kuonokoirahai, Mustelus schmitti, Emissole gatuso, Palombo atlantico, Smalsnuittoonhaai, Patagonische gladde haai, Canejo, Argentinsk Hundhaj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus sinusmexicanus","Gulf smoothhound","Carcharhiniformes","Triakidae","pelagic-oceanic","DD",64.63,"Low",83,NA,"http://www.iucnredlist.org/details/classify/60206/0","http://www.fishbase.org/summary/Mustelus-sinusmexicanus.html","Gulf smoothhound, Gulf of mexico smoothhound, Musola, Emissole, Golf Van Mexico Toonhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus stevensi","White-spotted gummy shark","Carcharhiniformes","Triakidae","benthopelagic","LC",56.67,"Low",91.9,NA,"http://www.iucnredlist.org/details/classify/42716/0","http://www.fishbase.org/summary/Mustelus-stevensi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus walkeri","Eastern spotted gummy shark","Carcharhiniformes","Triakidae","benthopelagic","DD",58.83,"Low",94.2,NA,"http://www.iucnredlist.org/details/classify/195426/0","http://www.fishbase.org/summary/Mustelus-walkeri.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus whitneyi","Humpback smooth-hound","Carcharhiniformes","Triakidae","demersal","VU",54.32,"Very low",NA,NA,"http://www.iucnredlist.org/details/classify/63129/0","http://www.fishbase.org/summary/Mustelus-whitneyi.html","Pukkelrygget glathaj, Humpback smooth hound, Humpback smoothhound, Smoothhound, humpback smooth-hound, Tollo, Musola prieta, Piruche, Tollo prieto, Emissole piruche, Gebochelde toonhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustelus widodoi","White-fin smooth-hound","Carcharhiniformes","Triakidae","benthopelagic","DD",61.08,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161571/0","http://www.fishbase.org/summary/Mustelus-widodoi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis aquila","Common eagle ray","Rajiformes","Myliobatidae","benthopelagic","DD",58.88,"Very low",183,NA,"http://www.iucnredlist.org/details/classify/161569/0","http://www.fishbase.org/summary/Myliobatis-aquila.html","Pylstert, Arendrog, Gharabi, Lagh'm, Tess, Tiss, rea bri, Milana, Falcone, morgath adeiniog, Adlerrochen, Adlerroche, Atlantischer Adlerrochen, Eulenrochen, Gemeiner Adlerrochen, Meeradler, Aetopsaro, Common eagle ray, Common bull ray, Eagle ray, Eagleray, Mill skate, Sea eagle, Toadfish, Viuda, Whipray, spotted eagle ray, Chucho, Aguila marina, Choucho, Jutjo, Milana, Mongeta, Monja, Monjeta, Obispo, Ralapinuada, Totino, Viuda, aguila de mar, Kotkarausku, Aigle de mer, Aigle commun, Aigle de mer commun, Ferrazo, Glorieuse, Hirondelle, Lancette, Mourine, Mourine aigle, Mourine noctule, Mourine-aigle, Mourine-noctule, Pesce rato, Raie aigle, Raie-aigle, Ratopennado, Tare, Golub, Biskup, Golub kosir, Kolumbul, Kosir, Sokol, Arnarskata, Aquila di mare, Acula, Calumbe, Cappuccinu, Ciuvette, Colombo, Diavuluni, Feraja, Ferassa, Ferraccia, Ferri in coa, Matan, Mucchio caputo, Mugghiu, Muniacedde, Nottola, Orinegliu, Pesce vacca, Protene, Protinu, Taddarita, Teraurchje, Tistutu, Vaccarella, Zaraurchie, Tobiei, Hamiema, Ajkla, Ghasfur, Hamiema komuni, Tajra, Arendskoprog, Adelaarsrog, Chuchu aquila, Duivelsrog, Orlen a. skrzydlak pospolity, Raia, Chuco, Dormideiro, Raia-morcego, rato, Vultur de mare, Shqiponje deti, shqiponja e detit, Golub, Folya, Denizkartali baligi, Folya baligi, Fulya, Fulya baligi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis californicus",NA,"Rajiformes","Myliobatidae",NA,"LC",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/39416/0","http://www.fishbase.org/summary/Myliobatis-californicus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis chilensis","Chilean eagle ray","Rajiformes","Myliobatidae","benthopelagic","DD",69.1,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/60123/0","http://www.fishbase.org/summary/Myliobatis-chilensis.html","Chilean eagle ray, raya aguila, Chucho, Cuero, Manta, Manta raya, Manta-raya, Peje-aguila, aguila de mar, Chileense adelaarsrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis freminvillii",NA,"Rajiformes","Myliobatidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/161568/0","http://www.fishbase.org/summary/Myliobatis-freminvillii.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis goodei","Southern eagle ray","Rajiformes","Myliobatidae","benthopelagic","DD",51.06,"Very low",125,NA,"http://www.iucnredlist.org/details/classify/161436/0","http://www.fishbase.org/summary/Myliobatis-goodei.html","rockfish, Southern eagle fish, Southern eagle ray, Chucho, Chucho amarillo, Aigle de mer chuche, Aigle de mer du sud, Zuidelijke adelaarsrog, Raia-sapo, Raia-amarela, Leopardrocka",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis hamlyni","Purple eagle ray","Rajiformes","Myliobatidae","benthopelagic","EN",60.8,"Low",48,NA,"http://www.iucnredlist.org/details/classify/60124/0","http://www.fishbase.org/summary/Myliobatis-hamlyni.html","Purple eagle ray, Hamlyn's bull-ray, Purple bull-ray, Paarse adelaarsrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis longirostris","Snouted eagle ray","Rajiformes","Myliobatidae","benthopelagic","NT",60.27,"Low",95,NA,"http://www.iucnredlist.org/details/classify/60125/0","http://www.fishbase.org/summary/Myliobatis-longirostris.html","Snouted eagle ray, Longnose eagle ray, bat-eagle ray, Raya picuda, Aguila picuda, Kuonokotkarausku, Myliobatis longirostris, Aigle de mer espadon, Langsnuitadelaarsrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis peruvianus","Peruvian eagle ray","Rajiformes","Myliobatidae","benthopelagic","DD",69.1,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/60126/0","http://www.fishbase.org/summary/Myliobatis-peruvianus.html","Peruvian eagle ray, bat-eagle ray, Raya, Manta, Pez-diablo, Peruaanse adelaarsrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis tenuicaudatus","Eagle ray","Rajiformes","Myliobatidae","benthopelagic","LC",59.35,"Low",150,NA,"http://www.iucnredlist.org/details/classify/41834/0","http://www.fishbase.org/summary/Myliobatis-tenuicaudatus.html","New Zealand eagle ray, Eagle ray, Whiptail ray, Aigle de mer commun, Whai keo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myliobatis tobijei","Japanese eagle ray","Rajiformes","Myliobatidae","demersal","DD",60.91,"Low",150,NA,"http://www.iucnredlist.org/details/classify/161357/0","http://www.fishbase.org/summary/Myliobatis-tobijei.html","Yuan fen, Eagle ray, Cowhead eagle ray, Japanese eagle ray, Kite ray, Japaninkotkarausku, Tobi-ei, Pari elang, Mae-ga-o-ri, Vliegervormige adelaarsrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine atzi",NA,"Rajiformes","Narcinidae","demersal","DD",19.06,"Low",36,NA,"http://www.iucnredlist.org/details/classify/161660/0","http://www.fishbase.org/summary/Narcine-atzi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine bancroftii","Lesser electric ray","Rajiformes","Narcinidae","demersal","CR",28.66,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/63142/0","http://www.fishbase.org/summary/Narcine-bancroftii.html","Narcina Bancroftova, lesser electric ray, Caribbean electric ray, Spotted torpedo ray",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine brasiliensis","Brazilian electric ray","Rajiformes","Narcinidae","reef-associated","DD",30.29,"Low",54,NA,"http://www.iucnredlist.org/details/classify/63157/0","http://www.fishbase.org/summary/Narcine-brasiliensis.html","Brasiliansk elrokke, Brazilian electric ray, Bvrazilian electric ray, Electric ray, Small electric ray, Spotted torpedo ray, Torpedofish, Trembler, lesser electric ray, Torpedo, Temblador de mar, Trembladera, tembladera brasilena, Kumoma-shibire-ei, Kleine stroomrog, Arraia, Emplasto, Raia treme treme, Raia-emplasto, Treme-treme, Tremelga, Liten darrocka",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine brevilabiata","Shortlip electric ray","Rajiformes","Narcinidae","demersal","VU",28.66,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/61406/0","http://www.fishbase.org/summary/Narcine-brevilabiata.html","Shortlip electric ray, Kortlipstroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine entemedor","Giant electric ray","Rajiformes","Narcinidae","demersal","DD",32.26,"Low",76.2,NA,"http://www.iucnredlist.org/details/classify/161716/0","http://www.fishbase.org/summary/Narcine-entemedor.html","Elektrischer Rochen, Giant electric ray, Cortez electric ray, electric-ray, Raya electrica, Cortezstroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine insolita",NA,"Rajiformes","Narcinidae","demersal","DD",25.6,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161554/0","http://www.fishbase.org/summary/Narcine-insolita.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine lasti","Western numbfish","Rajiformes","Narcinidae","demersal","LC",19.3,"Low",36.5,NA,"http://www.iucnredlist.org/details/classify/161700/0","http://www.fishbase.org/summary/Narcine-lasti.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine leoparda",NA,"Rajiformes","Narcinidae","demersal","NT",28.66,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/63154/0","http://www.fishbase.org/summary/Narcine-leoparda.html","electric-ray",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine lingula","Chinese numbfish","Rajiformes","Narcinidae","demersal","DD",17.57,"Low",33,NA,"http://www.iucnredlist.org/details/classify/161523/0","http://www.fishbase.org/summary/Narcine-lingula.html","Rough electric ray, Chinese numbfish, Ruwe stroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine maculata","Darkfinned numbfish","Rajiformes","Narcinidae","demersal","DD",17.83,"Low",33.5,NA,"http://www.iucnredlist.org/details/classify/161560/0","http://www.fishbase.org/summary/Narcine-maculata.html","Indian electric ray, Dark-spotted elctric ray, Dark-spotted electric ray, Darkfinned numbfish, Darkspotted electric ray, Electric ray, Maculated electric ray, Mambled electric ray, Numbfish, Pari serban, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari-karan hitam, Indische stroomrog, Gevlekte stroomrog, Stevige stroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine nelsoni","Eastern numbfish","Rajiformes","Narcinidae","benthopelagic","LC",18.47,NA,31.3,NA,"http://www.iucnredlist.org/details/classify/195460/0","http://www.fishbase.org/summary/Narcine-nelsoni.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine oculifera",NA,"Rajiformes","Narcinidae","benthopelagic","DD",32.7,"Low",35,NA,"http://www.iucnredlist.org/details/classify/161690/0","http://www.fishbase.org/summary/Narcine-oculifera.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine ornata",NA,"Rajiformes","Narcinidae","benthopelagic","LC",14.1,NA,NA,NA,"http://www.iucnredlist.org/details/classify/195462/0","http://www.fishbase.org/summary/Narcine-ornata.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine prodorsalis","Tonkin numbfish","Rajiformes","Narcinidae","demersal","DD",20.91,"Low",40,NA,"http://www.iucnredlist.org/details/classify/161545/0","http://www.fishbase.org/summary/Narcine-prodorsalis.html","Tonkin electric ray, Tonkin numbfish, Pari serban, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari-karan bintik, Tonkinstroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine rierai","Slender electric ray","Rajiformes","Narcinidae","bathydemersal","DD",20.69,"Low",30.1,NA,"http://www.iucnredlist.org/details/classify/161646/0","http://www.fishbase.org/summary/Narcine-rierai.html","Slank drilvis, Slank elrokke, Slender electric ray, Mozambique electric ray, Mozambique numbfish, Mozambiquestroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine tasmaniensis","Tasmanian numbfish","Rajiformes","Narcinidae","bathydemersal","LC",36.95,"Low",47,NA,"http://www.iucnredlist.org/details/classify/161628/0","http://www.fishbase.org/summary/Narcine-tasmaniensis.html","Australsk elrokke, Tasmanian numbfish, Electric ray, Electric torpedo, Ground shark, Little numbfish, Numbfish, Tasmaanse stroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine timlei","Spotted numbfish","Rajiformes","Narcinidae","demersal","DD",20,"Low",38,NA,"http://www.iucnredlist.org/details/classify/161445/0","http://www.fishbase.org/summary/Narcine-timlei.html","Indisk elrokke, Spotted numbfish, Black-spotted electric ray, Blackspotted numbfish, Brown-spotted electric ray, Indian electric ray, Largespotted numbfish, Numbfish, Spotted electric ray, Timle's electric ray, Taiwan-shibire-ei, Yaito Shibireei, Karas, Kebas, Pari ampai, Pari karan, Pari karas, Pari kebas, Pari letrik, Pari serban, Pari-karan ampai, Zwartgevlekte stroomrog, Indische stroomrog, Karas, Ghido",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine vermiculatus","Vermiculate electric ray","Rajiformes","Narcinidae","demersal","NT",28.28,"Low",60,NA,"http://www.iucnredlist.org/details/classify/161423/0","http://www.fishbase.org/summary/Narcine-vermiculatus.html","Vermiculate electric ray, Vermiculated electric ray, Wormy electric ray, electric-ray, Wormstekige stroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narcine westraliensis","Banded numbfish","Rajiformes","Narcinidae","demersal","LC",15.45,"Low",29,NA,"http://www.iucnredlist.org/details/classify/161346/0","http://www.fishbase.org/summary/Narcine-westraliensis.html","Banded numbfish, Bandstroomrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narke capensis","Onefin electric ray","Rajiformes","Narkidae","demersal","DD",20,"Low",38,NA,"http://www.iucnredlist.org/details/classify/161614/0","http://www.fishbase.org/summary/Narke-capensis.html","Eenvin-drilvis, Kap-elrokke, Cape numbfish, Onefin electric ray, Pez temblador del Cabo, Poisson engourdeur du Cap, Eenvinsluimerrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narke dipterygia","Numbray","Rajiformes","Narkidae","demersal","DD",10,"Low",18,NA,"http://www.iucnredlist.org/details/classify/161607/0","http://www.fishbase.org/summary/Narke-dipterygia.html","Numbray, Spottail electric ray, Spottail sleeper ray, Hakuten-shibire-ei, Vlekstaartsluimerrog, Mathan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narke japonica","Japanese sleeper ray","Rajiformes","Narkidae","reef-associated","VU",20.91,"Low",40,NA,"http://www.iucnredlist.org/details/classify/161665/0","http://www.fishbase.org/summary/Narke-japonica.html","Plettet elrokke, Electric numb ray, Electric ray, Japanese electric ray, Japanese sleeper ray, Japanese spotted torpedo, Shibire-ei, Chon-gi-ga-o-ri, Japanse sluimerrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasolamia velox","Whitenose shark","Carcharhiniformes","Carcharhinidae","demersal","DD",60.91,"Very low",150,NA,"http://www.iucnredlist.org/details/classify/161355/0","http://www.fishbase.org/summary/Nasolamia-velox.html","Tollo, Requiem shark, Shark, whitenose shark, Cazon, Pico blanco, Tollo, Nasolamia velox, Requin nez blanc, Witneushaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebrius ferrugineus","Tawny nurse shark","Orectolobiformes","Ginglymostomatidae","reef-associated","VU",60.76,"Very low",320,NA,"http://www.iucnredlist.org/details/classify/41835/0","http://www.fishbase.org/summary/Nebrius-ferrugineus.html","Reuse-vaakhaai, Brun nursehaj, Madame X, Giant Sleepy -shark, Giant sleepy shark, Largetail shark, Nurse shark, Rusty catshark, Rusty shark, Sleepy shark, Spitting shark, Tawny shark, tawny nurse shark, gata nodriza atezada, Ruosteviiksihai, Ruostepartahai, Endormi, Requin dormeur, Requin nourrice, Requin-dormeur fauve, requin nourrice fauve, roussette ferrugineuse, Hiu bisu, Chlarm, Valovombotse, yahiya, Moron, Nadammiyaru, Sunera, Cucut buta, Yu bodoh, Yu semilang, Geelbruine verpleegsterhaai, be kal mora, Moemoeao, Pating, Rohoi, Ma'o rohoi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Negaprion acutidens","Sicklefin lemon shark","Carcharhiniformes","Carcharhinidae","reef-associated","VU",80.91,"Very low",380,NA,"http://www.iucnredlist.org/details/classify/41836/0","http://www.fishbase.org/summary/Negaprion-acutidens.html","Geelhaai, Gursh, Seglfinnet citronhaj, Zitronenhai, sicklefin lemon shark, Broadfin shark, Indian lemon shark, Indo-Pacific lemon shark, Lemon shark, Queensland lemon shark, Sharptooth lemon shark, Sharptooth shark, sickefin lemon shark, qio damu, Requin limon faucille, Requin citron, Requin citron faucille, Requin grandes ailes, Papa, Remonzame, Yu sirip sabit, Yu, Sikkelvincitroenhaai, Dandan, Malie, Libax, Farluuq, Papa, Pilal, Pating, 'Arava, Arava",NA,NA,NA,58,25.21479812,44.53800672,NA,NA,NA
"Negaprion brevirostris","Lemon shark","Carcharhiniformes","Carcharhinidae","reef-associated","NT",86.76,"Very low",340,25,"http://www.iucnredlist.org/details/classify/39380/0","http://www.fishbase.org/summary/Negaprion-brevirostris.html","Almindelig citronhaj, Kurznasenhai, Atlantischer Zitronenhai, Zitronenhai, Lemon shark, Galano, Requiem shark, Shark, Galano, Caconeta, Galano de ley, Tintorera, Sitruunahai, Requin citron, Requin limon, Requin-citron, Negaprion brevirostris, Squalo limone, Citroenhaai, Cacao-limao, tubarao-limao, Citronhaj, Gaynde paas",49,37.82614693,107.7576811,NA,NA,NA,NA,NA,NA
"Neoharriotta carri",NA,"Chimaeriformes","Rhinochimaeridae","bathydemersal","DD",48.67,"Low",59.6,NA,"http://www.iucnredlist.org/details/classify/60141/0","http://www.fishbase.org/summary/Neoharriotta-carri.html","Dwarf sicklefin chimaera, Karibiannokkakuningas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoharriotta pinnata","Sicklefin chimaera","Chimaeriformes","Rhinochimaeridae","bathydemersal","DD",68.49,"Low",130,NA,"http://www.iucnredlist.org/details/classify/60142/0","http://www.fishbase.org/summary/Neoharriotta-pinnata.html","Seglfinnet havmus, Sicklefin chimaera, Quimera de aletas de haz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoharriotta pumila",NA,"Chimaeriformes","Rhinochimaeridae","bathydemersal","DD",49.5,"Low",72.8,NA,"http://www.iucnredlist.org/details/classify/60143/0","http://www.fishbase.org/summary/Neoharriotta-pumila.html","Arabian sicklefin chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoraja africana","West African pygmy skate","Rajiformes","Rajidae","bathydemersal","DD",28.12,"Low",30,NA,"http://www.iucnredlist.org/details/classify/161347/0","http://www.fishbase.org/summary/Neoraja-africana.html","West African pygmy skate, Westafrikaanse dwergrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoraja caerulea","Blue ray","Rajiformes","Rajidae","bathydemersal","LC",28.12,"Low",30,NA,"http://www.iucnredlist.org/details/classify/161666/0","http://www.fishbase.org/summary/Neoraja-caerulea.html","Blauer Zwergrochen, Blue ray, Blue pygmy skate, Raya azul, Raie bleue, Blauwe dwergrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoraja carolinensis","Carolina pygmy skate","Rajiformes","Rajidae","bathydemersal","DD",27.35,"Low",28.5,NA,"http://www.iucnredlist.org/details/classify/161522/0","http://www.fishbase.org/summary/Neoraja-carolinensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoraja iberica","Iberian pygmy skate","Rajiformes","Rajidae","demersal","LC",29.55,"Medium",32.7,NA,"http://www.iucnredlist.org/details/classify/161383/0","http://www.fishbase.org/summary/Neoraja-iberica.html","Iberischer zwergrochen, Iberian pygmy skate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoraja stehmanni","African pygmy skate","Rajiformes","Rajidae","bathydemersal","DD",31.07,"Low",35,NA,"http://www.iucnredlist.org/details/classify/44615/0","http://www.fishbase.org/summary/Neoraja-stehmanni.html","African pygmy skate, African dwarf skate, South African pygmy skate, Zuidafrikaanse dwergrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neotrygon annotata","Plain maskray","Rajiformes","Dasyatidae","demersal","NT",37.75,"Low",45,NA,"http://www.iucnredlist.org/details/classify/60150/0","http://www.fishbase.org/summary/Neotrygon-annotata.html","Plain maskray, brown stingray, Maskerpijlstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neotrygon kuhlii","Blue-spotted stingray","Rajiformes","Dasyatidae","reef-associated","DD",52.49,"Very low",70,NA,"http://www.iucnredlist.org/details/classify/161590/0","http://www.fishbase.org/summary/Neotrygon-kuhlii.html","Bloukol-pylstert, Lukhmah, Kuhls pigrokke, Bluespotted stingray, Ble-spotted stingaree, Ble-spotted stingray, Blue spotted sting ray, Blue spotted stingray, Blue-spotted maskray, Blue-spotted stingaree, Blue-spotted stingray, Bluespotted maskray, Kuhl's stingray, Nek pa, Spotted stingray, blues-potted stingray, vai dina, vai, Requin raie, Yakko-ei, Yakko ei, Pari blentik, Pakat, Palwa, Pari lalat, Ketuka, Kiampau, Pari lanyau, Pari macan, Pari minyak, Pari renyau, Pari riman, Pari rimau, Pari tanjung, Leik-kyauh sun-maung-shin, Grijze pijlstaartrog, Uge ponteado, Chittipi-tan, Fai-tala, Fai-malie, Kunnoo-tirike, Kunoo-tirike, Pulli-thirukhai, Shemen-tenkee, Krabane Jamoog-woa, Pagi, Dahunan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neotrygon leylandi","Painted maskray","Rajiformes","Dasyatidae","demersal","LC",43,"Low",25,NA,"http://www.iucnredlist.org/details/classify/60156/0","http://www.fishbase.org/summary/Neotrygon-leylandi.html","Painted maskray, Brown-reticulate stingray, Kleurige pijlstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
