"binomial","OBJECTID","Shape_Leng","Shape_Area","area","order_name","family_nam","code"
"Hemitriakis abdita","475",9.07270413214,6.10951450996,72287.2,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Hemitriakis complicofasciata","476",79.9510562331,34.3666773046,387766,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Hemitriakis falcata","477",8.26665461066,4.14155796487,48752,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Hemitriakis japanica","478",602.871557052,204.44141121,2203950,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Hemitriakis leucoperiptera","479",232.873933118,53.8365985552,646295,"CARCHARHINIFORMES","TRIAKIDAE","EN"
"Heptranchias perlo","480",3045.42294014,1399.28431487,15220000,"HEXANCHIFORMES","HEXANCHIDAE","NT"
"Heterodontus francisci","481",133.877663787,44.4225782311,479639,"HETERODONTIFORMES","HETERODONTIDAE","DD"
"Heterodontus galeatus","482",68.1772074549,15.7604495206,174831,"HETERODONTIFORMES","HETERODONTIDAE","LC"
"Heterodontus japonicus","483",524.25666209,173.14184266,1767250,"HETERODONTIFORMES","HETERODONTIDAE","LC"
"Heterodontus mexicanus","484",245.829678505,81.8441964443,963597,"HETERODONTIFORMES","HETERODONTIDAE","DD"
"Heterodontus omanensis","485",5.00984700991,0.696058027158,8047.39,"HETERODONTIFORMES","HETERODONTIDAE","DD"
"Heterodontus portusjacksoni","486",286.105941868,132.869325623,1324870,"HETERODONTIFORMES","HETERODONTIDAE","LC"
"Heterodontus quoyi","487",67.3429029763,22.5763761096,272356,"HETERODONTIFORMES","HETERODONTIDAE","DD"
"Heterodontus ramalheira","488",193.361265572,80.480010995,940965,"HETERODONTIFORMES","HETERODONTIDAE","DD"
"Heterodontus zebra","489",1106.0105725,366.499875218,4199480,"HETERODONTIFORMES","HETERODONTIDAE","LC"
"Heteronarce bentuviai","490",3.79860054892,0.296442301872,3209.25,"RAJIFORMES","NARKIDAE","DD"
"Heteronarce garmani","491",38.7921296734,10.3397024833,111828,"RAJIFORMES","NARKIDAE","VU"
"Heteronarce mollis","492",17.6445973957,4.31973996735,52774.1,"RAJIFORMES","NARKIDAE","DD"
"Heteronarce prabhui","493",2.50993361067,0.336949081909,4102.11,"RAJIFORMES","NARKIDAE","DD"
"Heteroscymnoides marleyi","494",36.8658666159,26.5950157811,285729,"SQUALIFORMES","DALATIIDAE","LC"
"Hexanchus griseus","495",4131.63572794,1249.64889689,12420900,"HEXANCHIFORMES","HEXANCHIDAE","NT"
"Hexanchus nakamurai","496",1142.86166042,510.143297828,5689540,"HEXANCHIFORMES","HEXANCHIDAE","DD"
"Hexatrygon bickelli","497",502.274938127,315.17464596,3506120,"RAJIFORMES","HEXATRYGONIDAE","LC"
"Himantura astra","498",554.957653572,193.703190154,2310680,"RAJIFORMES","DASYATIDAE","LC"
"Himantura dalyensis","499",29.2397778189,2.53068966283,30832.5,"RAJIFORMES","DASYATIDAE","LC"
"Himantura fai","500",1164.17995083,380.183050335,4587090,"RAJIFORMES","DASYATIDAE","LC"
"Himantura gerrardi","501",1552.76979408,544.138551594,6593640,"RAJIFORMES","DASYATIDAE","VU"
"Himantura granulata","502",995.236270947,152.038325014,1842170,"RAJIFORMES","DASYATIDAE","NT"
"Himantura hortlei","503",44.8598770426,1.89403452142,23145.8,"RAJIFORMES","DASYATIDAE","VU"
"Himantura imbricata","504",596.039303636,83.4573012145,991328,"RAJIFORMES","DASYATIDAE","DD"
"Himantura jenkinsii","505",2028.19871804,365.389758242,4433530,"RAJIFORMES","DASYATIDAE","LC"
"Himantura kittipongi","506",24.023703291,3.08225641858,36739.7,"RAJIFORMES","DASYATIDAE","EN"
"Himantura leoparda","507",1325.40287088,583.552652595,7052840,"RAJIFORMES","DASYATIDAE","VU"
"Himantura lobistoma","508",89.0558757292,13.5762893462,166992,"RAJIFORMES","DASYATIDAE","VU"
"Himantura marginata","509",221.158732691,10.416959405,124248,"RAJIFORMES","DASYATIDAE","DD"
"Himantura pastinacoides","510",195.061040945,51.3827151432,631050,"RAJIFORMES","DASYATIDAE","VU"
"Himantura polylepis","511",129.536812257,43.0497461341,519259,"RAJIFORMES","DASYATIDAE","EN"
"Himantura schmardae","512",474.17325473,182.589567055,2154900,"RAJIFORMES","DASYATIDAE","DD"
"Himantura toshi","513",239.766501262,64.5175251964,761158,"RAJIFORMES","DASYATIDAE","LC"
"Himantura uarnacoides","514",507.919103515,89.798050389,1089430,"RAJIFORMES","DASYATIDAE","VU"
"Himantura uarnak","515",3002.70914844,355.135694765,4244690,"RAJIFORMES","DASYATIDAE","VU"
"Himantura undulata","516",2141.36780413,160.292587733,1937950,"RAJIFORMES","DASYATIDAE","VU"
"Himantura walga","517",144.131497076,7.97799530139,97450.1,"RAJIFORMES","DASYATIDAE","NT"
"Holohalaelurus favus","518",23.639731458,9.55947978483,105217,"CARCHARHINIFORMES","SCYLIORHINIDAE","EN"
"Holohalaelurus grennian","519",8.66439668908,2.49877250936,30635.1,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Holohalaelurus melanostigma","520",107.878727024,34.7465342651,417253,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Holohalaelurus punctatus","521",69.2111055792,28.7427443719,325756,"CARCHARHINIFORMES","SCYLIORHINIDAE","EN"
"Holohalaelurus regani","522",147.519499628,77.0171110826,834788,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Hongeo koreana","523",25.1071662689,3.0655640967,31465.5,"RAJIFORMES","RAJIDAE","DD"
"Hydrolagus affinis","524",721.518216607,261.122428324,1919240,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus africanus","525",202.069200899,63.6728234008,704125,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus alberti","526",356.640691429,144.530998475,1692000,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus alphus","527",31.6824534544,13.7121916297,168745,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus barbouri","528",164.683673518,121.669045504,1184950,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus bemisi","529",279.238987377,159.358261546,1380650,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus colliei","530",801.526690806,99.4734194476,905531,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus homonycteris","531",145.353367376,60.5543799612,566281,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus lemures","532",212.367111129,104.50062936,1131250,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus lusitanicus","533",19.7549758013,7.45054921798,72111.2,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus macrophthalmus","534",153.543572429,40.8287651232,388840,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus marmoratus","535",38.673704065,20.3521546863,223596,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus matallanasi","536",45.7710762886,18.7026061111,207012,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus mccoskeri","537",13.3066609237,1.14715764939,14119.3,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus melanophasma","538",168.545460904,57.6668235394,654175,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus mirabilis","539",223.779631859,81.3896471919,779724,"CHIMAERIFORMES","CHIMAERIDAE","NT"
"Hydrolagus mitsukurii","540",323.759022821,110.617557748,1202580,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus novaezealandiae","541",269.363388058,90.6919161297,846076,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus ogilbyi","542",103.788164114,29.586777405,283989,"CHIMAERIFORMES","CHIMAERIDAE","NT"
"Hydrolagus pallidus","543",373.993036787,144.09366352,979204,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hydrolagus purpurescens","544",212.196613083,120.589590195,1240960,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Hydrolagus trolli","545",93.9133947621,123.353178883,1269200,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Hypnos monopterygius","546",321.798926359,98.9505721248,1078950,"RAJIFORMES","HYPNIDAE","LC"
"Hypogaleus hyugaensis","547",557.158698464,208.383175746,2241510,"CARCHARHINIFORMES","TRIAKIDAE","NT"
"Iago garricki","548",462.04697804,139.196873111,1650510,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Iago omanensis","549",478.34878652,172.475715071,2013750,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Insentiraja laxipella","550",5.82377522725,2.69717132867,32068,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Insentiraja subtilispinosa","551",197.929095645,53.4071820956,619804,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Irolita waitii","552",85.3954212444,36.1567008861,372786,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Irolita westraliensis","553",56.5060557485,17.0264246091,194910,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Isistius brasiliensis","554",476.104064787,182.86183478,2127110,"SQUALIFORMES","DALATIIDAE","LC"
"Isistius labialis","555",7.08467602402,3.83747097043,44668.8,"SQUALIFORMES","DALATIIDAE","DD"
"Isistius plutodus","556",154.507524225,52.6256105482,576736,"SQUALIFORMES","DALATIIDAE","LC"
"Isogomphodon oxyrhynchus","557",188.70605129,50.315563873,616492,"CARCHARHINIFORMES","CARCHARHINIDAE","CR"
"Isurus oxyrinchus","558",6617.4127861,19546.0051433,222565000,"LAMNIFORMES","LAMNIDAE","VU"
"Isurus paucus","559",5489.00366295,15905.8574609,185181000,"LAMNIFORMES","LAMNIDAE","VU"
"Lamiopsis temminckii","560",853.143368282,288.026493655,3458610,"CARCHARHINIFORMES","CARCHARHINIDAE","EN"
"Lamna ditropis","561",1731.71875091,2794.08895125,23977600,"LAMNIFORMES","LAMNIDAE","LC"
"Lamna nasus","562",4914.25727682,12455.128593,101209000,"LAMNIFORMES","LAMNIDAE","VU"
"Leptocharias smithii","563",698.729139364,263.901466887,2809630,"CARCHARHINIFORMES","LEPTOCHARIIDAE","NT"
"Leucoraja circularis","564",928.14152757,266.954038686,2206190,"RAJIFORMES","RAJIDAE","EN"
"Leucoraja compagnoi","565",2.72523107254,0.326463524601,3457.37,"RAJIFORMES","RAJIDAE","DD"
"Leucoraja erinacea","566",165.740827331,36.3593729344,325821,"RAJIFORMES","RAJIDAE","NT"
"Leucoraja fullonica","567",1315.59107449,296.215449543,2228130,"RAJIFORMES","RAJIDAE","VU"
"Leucoraja garmani","568",58.2525341969,19.6449704496,199021,"RAJIFORMES","RAJIDAE","LC"
"Leucoraja lentiginosa","569",71.2001540217,24.8809870835,279167,"RAJIFORMES","RAJIDAE","DD"
"Leucoraja leucosticta","570",162.640923799,54.7837238243,669877,"RAJIFORMES","RAJIDAE","DD"
"Leucoraja melitensis","571",72.9113066113,30.2746692057,306679,"RAJIFORMES","RAJIDAE","CR"
"Leucoraja naevus","572",839.884748706,250.632610275,2102230,"RAJIFORMES","RAJIDAE","LC"
"Leucoraja ocellata","573",154.699183828,33.8552820502,306392,"RAJIFORMES","RAJIDAE","EN"
"Leucoraja pristispina","574",45.6040362487,26.5929751031,308541,"RAJIFORMES","RAJIDAE","LC"
"Leucoraja wallacei","575",83.0622536562,23.09748381,242080,"RAJIFORMES","RAJIDAE","LC"
"Leucoraja yucatanensis","576",29.345515668,8.08854552143,95782.8,"RAJIFORMES","RAJIDAE","DD"
"Loxodon macrorhinus","577",2384.98062948,814.064916119,9654260,"CARCHARHINIFORMES","CARCHARHINIDAE","LC"
"Makararaja chindwinensis","578",29.0005385415,5.77371637745,64678.2,"RAJIFORMES","DASYATIDAE","DD"
"Malacoraja kreffti","579",44.7103121679,31.5093133132,201210,"RAJIFORMES","RAJIDAE","LC"
"Malacoraja obscura","580",5.22832580654,0.48092469479,5577.77,"RAJIFORMES","RAJIDAE","DD"
"Malacoraja senta","581",215.562109807,80.3953131187,685662,"RAJIFORMES","RAJIDAE","EN"
"Malacoraja spinacidermis","582",75.1544176875,7.14738860281,64296.5,"RAJIFORMES","RAJIDAE","LC"
"Manta alfredi","583",2774.52638308,5327.78323205,64047800,"RAJIFORMES","MOBULIDAE","VU"
"Manta birostris","584",5116.81335111,15508.6700921,181585000,"RAJIFORMES","MOBULIDAE","VU"
"Megachasma pelagios","585",4824.8183907,17305.3294696,201282000,"LAMNIFORMES","MEGACHASMIDAE","LC"
"Miroscyllium sheikoi","586",6.60930482306,3.09589378202,34349.8,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Mitsukurina owstoni","587",549.758838257,205.081573762,2212110,"LAMNIFORMES","MITSUKURINIDAE","LC"
"Mobula eregoodootenkee","588",2621.44625667,963.523352657,11600900,"RAJIFORMES","MOBULIDAE","NT"
"Mobula hypostoma","589",714.950820375,292.669557552,3404360,"RAJIFORMES","MOBULIDAE","DD"
"Mobula japanica","590",2118.25794014,703.106393221,7996420,"RAJIFORMES","MOBULIDAE","NT"
"Mobula kuhlii","591",468.202426638,125.912084473,1507090,"RAJIFORMES","MOBULIDAE","DD"
"Mobula mobular","592",518.961194387,178.686230898,1748620,"RAJIFORMES","MOBULIDAE","EN"
"Mobula munkiana","593",273.448167088,91.7053445386,1095610,"RAJIFORMES","MOBULIDAE","NT"
"Mobula rochebrunei","594",155.186220502,22.365800537,272313,"RAJIFORMES","MOBULIDAE","VU"
"Mobula tarapacana","595",447.629941825,139.909731178,1644010,"RAJIFORMES","MOBULIDAE","DD"
"Mobula thurstoni","596",599.624777833,173.405782749,2076490,"RAJIFORMES","MOBULIDAE","NT"
"Mollisquama parini","597",7.45978918359,4.15370556005,47569.6,"SQUALIFORMES","DALATIIDAE","DD"
"Mustelus albipinnis","598",49.3507381922,16.5440920595,182369,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus antarcticus","599",236.688427909,85.6954191521,850043,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus asterias","600",1085.00779693,349.041564955,3136700,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus californicus","601",129.634364952,44.2320009787,473496,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus canis","602",976.025904939,457.854369993,5016060,"CARCHARHINIFORMES","TRIAKIDAE","NT"
"Mustelus dorsalis","603",174.451847758,51.8740722517,626082,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus fasciatus","604",101.803920167,90.15095631,866023,"CARCHARHINIFORMES","TRIAKIDAE","CR"
"Mustelus griseus","605",630.019434924,203.576463753,2158330,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus henlei","606",199.251885448,70.681070223,789676,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus higmani","607",552.613904176,249.518937446,2925390,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus lenticulatus","608",188.868698283,88.4832867547,816587,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus lunulatus","609",243.752900156,83.3448374084,948013,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus manazo","610",762.450221516,254.878866179,2708060,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus mento","611",530.564620025,158.737076983,1524660,"CARCHARHINIFORMES","TRIAKIDAE","NT"
"Mustelus minicanis","612",21.8389748289,7.15585362319,86144.6,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus mosis","613",551.801792884,188.305494434,2187200,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus mustelus","614",1018.30670216,397.387299537,3627500,"CARCHARHINIFORMES","TRIAKIDAE","VU"
"Mustelus norrisi","615",446.936569634,143.861616907,1646050,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus palumbes","616",84.4854115934,53.8789726165,565208,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus punctulatus","617",617.262437124,213.923736046,2130100,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus ravidus","618",58.8895775566,21.1349486826,252428,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus schmitti","619",100.055538194,63.0877126117,606576,"CARCHARHINIFORMES","TRIAKIDAE","EN"
"Mustelus sinusmexicanus","620",29.4830265651,14.4832567879,159582,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus stevensi","621",46.2256424476,17.3642582473,202128,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Mustelus walkeri","622",85.0570180472,28.3387293734,323167,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Mustelus whitneyi","623",250.112879501,64.6251347457,689530,"CARCHARHINIFORMES","TRIAKIDAE","VU"
"Mustelus widodoi","624",12.5837091479,2.15532280582,26253.6,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Myliobatis aquila","625",1141.13958822,391.473985439,4005260,"RAJIFORMES","MYLIOBATIDAE","DD"
"Myliobatis californicus","626",147.847814091,50.5073383104,534344,"RAJIFORMES","MYLIOBATIDAE","LC"
"Myliobatis chilensis","627",89.8447135827,14.5670484864,166186,"RAJIFORMES","MYLIOBATIDAE","DD"
"Myliobatis freminvillii","628",646.810237752,90.3206469751,1029450,"RAJIFORMES","MYLIOBATIDAE","DD"
"Myliobatis goodei","629",530.500407053,121.92354962,1354390,"RAJIFORMES","MYLIOBATIDAE","DD"
"Myliobatis hamlyni","630",5.9336900242,1.06874400771,12270.7,"RAJIFORMES","MYLIOBATIDAE","EN"
"Myliobatis longirostris","631",228.600868946,25.1652840276,295996,"RAJIFORMES","MYLIOBATIDAE","NT"
"Myliobatis peruvianus","632",79.0510034063,11.0095233413,127672,"RAJIFORMES","MYLIOBATIDAE","DD"
"Myliobatis tenuicaudatus","633",182.898374625,65.5193634803,624156,"RAJIFORMES","MYLIOBATIDAE","LC"
"Myliobatis tobijei","634",538.179315726,168.962215036,1710740,"RAJIFORMES","MYLIOBATIDAE","DD"
"Narcine atzi","635",5.64830859532,0.603482999054,7168.91,"RAJIFORMES","NARCINIDAE","DD"
"Narcine bancroftii","636",333.218047393,53.0404304831,614204,"RAJIFORMES","NARCINIDAE","CR"
"Narcine brasiliensis","637",187.662079193,20.5552892989,236121,"RAJIFORMES","NARCINIDAE","DD"
"Narcine brevilabiata","638",52.3677102734,6.57866538123,77088.8,"RAJIFORMES","NARCINIDAE","VU"
"Narcine entemedor","639",261.297464841,39.7784771719,460476,"RAJIFORMES","NARCINIDAE","DD"
"Narcine insolita","640",3.31797911884,0.313200944295,3640.48,"RAJIFORMES","NARCINIDAE","DD"
"Narcine lasti","641",68.862118202,42.3260140476,496473,"RAJIFORMES","NARCINIDAE","LC"
"Narcine leoparda","642",15.5611638872,0.976827910323,12007.3,"RAJIFORMES","NARCINIDAE","NT"
"Narcine lingula","643",332.084161051,20.0894307404,230434,"RAJIFORMES","NARCINIDAE","DD"
"Narcine maculata","644",270.634272742,55.4280829294,658894,"RAJIFORMES","NARCINIDAE","DD"
"Narcine nelsoni","645",24.5502808867,28.4732162018,330562,"RAJIFORMES","NARCINIDAE","LC"
"Narcine oculifera","646",3.58909231816,0.353185385393,4117.98,"RAJIFORMES","NARCINIDAE","DD"
"Narcine ornata","647",166.550655268,76.6421233734,921567,"RAJIFORMES","NARCINIDAE","LC"
"Narcine prodorsalis","648",179.349088258,33.2142693333,390879,"RAJIFORMES","NARCINIDAE","DD"
"Narcine rierai","649",97.6698721461,7.70882882328,93252.9,"RAJIFORMES","NARCINIDAE","DD"
"Narcine tasmaniensis","650",201.43017682,62.7487307804,618484,"RAJIFORMES","NARCINIDAE","LC"
"Narcine timlei","651",852.038384973,133.743085797,1577870,"RAJIFORMES","NARCINIDAE","DD"
"Narcine vermiculatus","652",117.184863404,27.4456860548,320662,"RAJIFORMES","NARCINIDAE","NT"
"Narcine westraliensis","653",40.8702211097,12.9170358124,147974,"RAJIFORMES","NARCINIDAE","LC"
"Narke capensis","654",44.4845561799,14.305675689,148295,"RAJIFORMES","NARKIDAE","DD"
"Narke dipterygia","655",922.968964542,253.161294844,2785940,"RAJIFORMES","NARKIDAE","DD"
"Narke japonica","656",255.442026653,26.0248362231,280808,"RAJIFORMES","NARKIDAE","VU"
"Nasolamia velox","657",302.413656603,96.3028242169,1133520,"CARCHARHINIFORMES","CARCHARHINIDAE","DD"
"Nebrius ferrugineus","658",3008.22437256,1055.67675637,12609200,"ORECTOLOBIFORMES","GINGLYMOSTOMATIDAE","VU"
"Negaprion acutidens","659",2408.87095773,930.580648202,11117000,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Negaprion brevirostris","660",1673.07641951,523.434216931,6068730,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Neoharriotta carri","661",103.926821121,33.7475649206,407483,"CHIMAERIFORMES","RHINOCHIMAERIDAE","DD"
"Neoharriotta pinnata","662",349.066771221,118.830087885,1413140,"CHIMAERIFORMES","RHINOCHIMAERIDAE","DD"
"Neoharriotta pumila","663",71.2218300132,30.7817199838,373851,"CHIMAERIFORMES","RHINOCHIMAERIDAE","DD"
"Neoraja africana","664",26.8417702773,7.45155580626,89552.1,"RAJIFORMES","RAJIDAE","DD"
"Neoraja caerulea","665",81.5004365206,28.4873212936,210567,"RAJIFORMES","RAJIDAE","LC"
"Neoraja carolinensis","666",12.1214245253,2.13391270456,22368,"RAJIFORMES","RAJIDAE","DD"
"Neoraja iberica","667",60.6889355465,24.040497385,222749,"RAJIFORMES","RAJIDAE","LC"
"Neoraja stehmanni","668",29.2422944014,4.97994019077,51794.9,"RAJIFORMES","RAJIDAE","DD"
"Neotrygon annotata","669",204.746740777,43.5233914448,522244,"RAJIFORMES","DASYATIDAE","NT"
"Neotrygon kuhlii","670",3129.00833245,777.845630327,9067710,"RAJIFORMES","DASYATIDAE","DD"
"Neotrygon leylandi","671",52.4155859004,16.3104752335,187947,"RAJIFORMES","DASYATIDAE","LC"
"Neotrygon ningalooensis","672",1.93689145986,0.287546941609,3268.68,"RAJIFORMES","DASYATIDAE","DD"
"Neotrygon picta","673",188.129790794,70.8008243343,842112,"RAJIFORMES","DASYATIDAE","LC"
"Notoraja azurea","674",122.355461331,62.0256227927,611067,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Notoraja hirticauda","675",42.9958078867,11.5694033282,131412,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Notoraja lira","676",9.13049529001,6.59877169509,72609,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Notoraja ochroderma","677",3.75362833624,0.990100998144,11807.7,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Notoraja sapphira","678",19.3506028011,13.6866137721,146607,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Notoraja sticta","679",10.9706531789,7.92777626425,80680.6,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Notoraja tobitukai","680",93.0408907194,38.395373158,416389,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Notorynchus cepedianus","681",2362.54833812,622.553514691,5976450,"HEXANCHIFORMES","HEXANCHIDAE","DD"
"Odontaspis ferox","682",1127.38164673,508.429009797,5563770,"LAMNIFORMES","ODONTASPIDIDAE","VU"
"Odontaspis noronhai","683",4536.09155824,15244.3300511,179615000,"LAMNIFORMES","ODONTASPIDIDAE","DD"
"Okamejei acutispina","684",330.554793067,102.759882608,1128450,"RAJIFORMES","RAJIDAE","DD"
"Okamejei arafurensis","685",33.7725964868,30.3456938264,366911,"RAJIFORMES","RAJIDAE","LC"
"Okamejei boesemani","686",541.620417118,155.235020723,1802290,"RAJIFORMES","RAJIDAE","DD"
"Okamejei heemstrai","687",33.0653437541,4.87996935926,59184.5,"RAJIFORMES","RAJIDAE","DD"
"Okamejei hollandi","688",109.665927141,36.5150060069,432292,"RAJIFORMES","RAJIDAE","DD"
"Okamejei kenojei","689",484.491040178,129.423490102,1330910,"RAJIFORMES","RAJIDAE","DD"
"Okamejei leptoura","690",61.3267950547,25.4048517503,292030,"RAJIFORMES","RAJIDAE","LC"
"Okamejei meerdervoortii","691",281.629393334,64.349831167,700084,"RAJIFORMES","RAJIDAE","DD"
"Okamejei mengae","692",27.0402900507,1.06350250628,12118,"RAJIFORMES","RAJIDAE","DD"
"Okamejei philipi","693",1.2749192129,0.095845276712,1151.01,"RAJIFORMES","RAJIDAE","DD"
"Okamejei pita","694",8.9429552276,0.933073056406,10017.6,"RAJIFORMES","RAJIDAE","CR"
"Okamejei powelli","695",37.5063982258,5.15481053253,61741.8,"RAJIFORMES","RAJIDAE","DD"
"Okamejei schmidti","696",62.5554164999,15.8248643237,168553,"RAJIFORMES","RAJIDAE","DD"
"Orectolobus floridus","697",18.0226814005,7.27645147492,75801.5,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus halei","698",241.204960184,84.4219308963,866562,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus hutchinsi","699",57.8585071087,20.9444879285,222315,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus japonicus","700",857.383207522,271.432372964,3002510,"ORECTOLOBIFORMES","ORECTOLOBIDAE","DD"
"Orectolobus maculatus","701",240.670943783,85.1678710643,890401,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus ornatus","702",126.38398835,31.9908534563,360279,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus parvimaculatus","703",17.3655063957,7.96747520688,85398,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Orectolobus reticulatus","704",50.454280089,4.99464448679,59748.3,"ORECTOLOBIFORMES","ORECTOLOBIDAE","DD"
"Orectolobus wardi","705",298.929139951,48.8124389724,581446,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Oxynotus bruniensis","706",259.313502998,125.897065867,1191590,"SQUALIFORMES","OXYNOTIDAE","DD"
"Oxynotus caribbaeus","707",216.478560667,72.565718882,823365,"SQUALIFORMES","OXYNOTIDAE","DD"
"Oxynotus centrina","708",1459.69517464,482.188794561,4577940,"SQUALIFORMES","OXYNOTIDAE","VU"
"Oxynotus japonicus","709",4.23758851592,1.10871886565,11342.4,"SQUALIFORMES","OXYNOTIDAE","DD"
"Oxynotus paradoxus","710",419.181835367,153.898456607,1358150,"SQUALIFORMES","OXYNOTIDAE","DD"
"Paragaleus leucolomatus","711",20.5722759248,4.45938377176,51557.7,"CARCHARHINIFORMES","HEMIGALEIDAE","DD"
"Paragaleus pectoralis","712",316.155169723,124.219607919,1459590,"CARCHARHINIFORMES","HEMIGALEIDAE","DD"
"Paragaleus randalli","713",65.3582227715,18.5993191488,212694,"CARCHARHINIFORMES","HEMIGALEIDAE","NT"
"Paragaleus tengi","714",377.976073308,153.274748655,1774380,"CARCHARHINIFORMES","HEMIGALEIDAE","DD"
"Parascyllium collare","715",59.0313789033,12.6139076786,132278,"ORECTOLOBIFORMES","PARASCYLLIIDAE","LC"
"Parascyllium elongatum","716",12.4970877322,4.52837880835,45610.4,"ORECTOLOBIFORMES","PARASCYLLIIDAE","DD"
"Parascyllium ferrugineum","717",191.725582342,65.6755146599,647756,"ORECTOLOBIFORMES","PARASCYLLIIDAE","LC"
"Parascyllium sparsimaculatum","718",8.39125754067,3.07311827628,32214.7,"ORECTOLOBIFORMES","PARASCYLLIIDAE","DD"
"Parascyllium variolatum","719",93.3292933301,32.68129759,329802,"ORECTOLOBIFORMES","PARASCYLLIIDAE","LC"
"Paratrygon ajereba","720",226.741929102,454.336781445,5531610,"RAJIFORMES","POTAMOTRYGONIDAE","DD"
