"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Rhinoptera javanica","Flapneus-rog, Lakhman, Javanese cowray, Cownose ray, Eagle ray, Flapnose ray, Flapray, Javanese cow ray, Javanese cow-nose ray, Javanese cownose ray, Separmahi-e-dopoozeh, Mourine javanaise, Ushibanatobi-ei, Ushibana tobiei, Wagla, Kaka-thirukay, Meithirandi, Bolda, Wagli, Pari burung, Pari ayam, Pari lang, Pari susun, Pari-kelawar Jawa, Javaanse koeneusrog, Valuvadi cownose ray, Valuvadi thirukai, Mayla-cadde, Taa, Valvadi-thirukkai, Yeeson, Banugan, Paging dalimanok, Paging palimanok, Palimanok","RAJIFORMES","RHINOPTERIDAE","VU",60129,"http://www.iucnredlist.org/details/classify/60129/0","http://www.iucnredlist.org/pdflink.60129","http://www.fishbase.org/summary/Rhinoptera-javanica.html"
"Rhinoptera marginata","Vela llatina, Rinaetopsaro, Lusitanian cownose ray, Lusitanian cow-nose ray, Arzobispo, Aigle de mer, Mourine lusitanienne, Raie boeuf, Raie chauve-souris, Raie-boeuf, Rinottera, Hamiema kbira, Afrikaanse koeneusrog, Portugese koeneusrog, Folya baligi, Ignelikeler baligi, Mandabas baligi, Ndiaouratt","RAJIFORMES","RHINOPTERIDAE","NT",161463,"http://www.iucnredlist.org/details/classify/161463/0","http://www.iucnredlist.org/pdflink.161463","http://www.fishbase.org/summary/Rhinoptera-marginata.html"
"Rhinoptera neglecta","Australian cownose ray, Australian cow-nose ray, Cow ray, Cow-nose ray, Flap ray, Flapray, Javanese cow-ray, Australische koeneusrog","RAJIFORMES","RHINOPTERIDAE","DD",161530,"http://www.iucnredlist.org/details/classify/161530/0","http://www.iucnredlist.org/pdflink.161530","http://www.fishbase.org/summary/Rhinoptera-neglecta.html"
"Rhinoptera steindachneri","Pacific cownose ray, Cow-nosed ray, Golden cownose ray, Hawkray, Pacific cow-nose ray, Ray, cownose-ray, Raya, Gavilan negro, Raya dorada, Raya hocico de vaca, Mourine du Pacifique, Pacifische koeneusrog","RAJIFORMES","RHINOPTERIDAE","NT",60130,"http://www.iucnredlist.org/details/classify/60130/0","http://www.iucnredlist.org/pdflink.60130","http://www.fishbase.org/summary/Rhinoptera-steindachneri.html"
"Rhinoraja albomaculata","","RAJIFORMES","ARHYNCHOBATIDAE","VU",63102,"http://www.iucnredlist.org/details/classify/63102/0","http://www.iucnredlist.org/pdflink.63102","http://www.fishbase.org/summary/Rhinoraja-albomaculata.html"
"Rhinoraja interrupta","","RAJIFORMES","ARHYNCHOBATIDAE","LC",161402,"http://www.iucnredlist.org/details/classify/161402/0","http://www.iucnredlist.org/pdflink.161402","http://www.fishbase.org/summary/Rhinoraja-interrupta.html"
"Rhinoraja kujiensis","Dapple-bellied softnose skate, Dapplebellied softnose skate, Kujikasube, Appelbuikrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161534,"http://www.iucnredlist.org/details/classify/161534/0","http://www.iucnredlist.org/pdflink.161534","http://www.fishbase.org/summary/Rhinoraja-kujiensis.html"
"Rhinoraja longicauda","White-bellied softnose skate, Onagakasube, Witbuikrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161575,"http://www.iucnredlist.org/details/classify/161575/0","http://www.iucnredlist.org/pdflink.161575","http://www.fishbase.org/summary/Rhinoraja-longicauda.html"
"Rhinoraja macloviana","","RAJIFORMES","ARHYNCHOBATIDAE","NT",63117,"http://www.iucnredlist.org/details/classify/63117/0","http://www.iucnredlist.org/pdflink.63117","http://www.fishbase.org/summary/Rhinoraja-macloviana.html"
"Rhinoraja magellanica","","RAJIFORMES","ARHYNCHOBATIDAE","DD",63143,"http://www.iucnredlist.org/details/classify/63143/0","http://www.iucnredlist.org/pdflink.63143","http://www.fishbase.org/summary/Rhinoraja-magellanica.html"
"Rhinoraja multispinis","","RAJIFORMES","ARHYNCHOBATIDAE","NT",63144,"http://www.iucnredlist.org/details/classify/63144/0","http://www.iucnredlist.org/pdflink.63144","http://www.fishbase.org/summary/Rhinoraja-multispinis.html"
"Rhinoraja murrayi","","RAJIFORMES","ARHYNCHOBATIDAE","NT",161391,"http://www.iucnredlist.org/details/classify/161391/0","http://www.iucnredlist.org/pdflink.161391","http://www.fishbase.org/summary/Rhinoraja-murrayi.html"
"Rhinoraja odai","Oda's skate, Oda skate, Oda-ei","RAJIFORMES","ARHYNCHOBATIDAE","LC",161742,"http://www.iucnredlist.org/details/classify/161742/0","http://www.iucnredlist.org/pdflink.161742","http://www.fishbase.org/summary/Rhinoraja-odai.html"
"Rhinoraja taranetzi","","RAJIFORMES","ARHYNCHOBATIDAE","LC",161600,"http://www.iucnredlist.org/details/classify/161600/0","http://www.iucnredlist.org/pdflink.161600","http://www.fishbase.org/summary/Rhinoraja-taranetzi.html"
"Rhizoprionodon acutus","Melkhaai, Jarjur, Taess, Milchhai, Prionodontokarcharias, Walbeehm's dogshark, Blacktip shark, Fish shark, Grey dog shark, Grey dog-shark, Little blue shark, Longmans dogshark, Milk dog shark, Milkshark, Sharp nosed shark, Sharp-nosed milk shark, Walbeehm's sharp-nosed shark, White-eye shark, Yellow dog shark, milk shark, Marajo, Kooseh-e-chak-lab, Maitohai, Rhizoprionodon acutus, Mooshi, Pisori, Eidah, Squalo latteo, Hiragashira, Trey chhlarm, Trey chhlam, Kayaruketty sravu, Perum sorrah, Balda, Mori, Mushi, Pisori, Yu pasir, Yu, Yu muncung susu, Melkhaai, Marracho branco, Papa-marbui, Co-sorrah, Chalarm Paag-laem, Pating, Tiukh ou thiour, Tsim tau sha","CARCHARHINIFORMES","CARCHARHINIDAE","LC",41850,"http://www.iucnredlist.org/details/classify/41850/0","http://www.iucnredlist.org/pdflink.41850","http://www.fishbase.org/summary/Rhizoprionodon-acutus.html"
"Rhizoprionodon lalandii","Brasiliansk spidssnudet haj, Shark, Brazilian sharpnose shark, Puppy shark, Sharpnose shark, Tollo, Buraziru-hiragashira, Braziliaanse scherpsnuithaai, Frango, Figuinho","CARCHARHINIFORMES","CARCHARHINIDAE","DD",44666,"http://www.iucnredlist.org/details/classify/44666/0","http://www.iucnredlist.org/pdflink.44666","http://www.fishbase.org/summary/Rhizoprionodon-lalandii.html"
"Rhizoprionodon longurio","Pacifisk spidssnudet haj, Stillahavs-spidssnudet haj, Pazifischer Spitzmaulhai, Tollo, Pacific sharp-nose shark, Pacific sharp-nosed shark, Pacific sharpnose shark, Shark, Sharpnose shark, Tollo, Cazon bironche, Cazon picudo, Tollito, Ruskonokkahai, Rhizoprionodon longurio, Requin bironche, Squalo di terranuova, Squalo musoguzzo, Yu minyak, Yu muncung pasifik, Pacifische scherpsnuithaai, Pacifische spitssnuithaai, Tubarao-terranova, Stillahavs-spetsnoshaj","CARCHARHINIFORMES","CARCHARHINIDAE","DD",161662,"http://www.iucnredlist.org/details/classify/161662/0","http://www.iucnredlist.org/pdflink.161662","http://www.fishbase.org/summary/Rhizoprionodon-longurio.html"
"Rhizoprionodon oligolinx","Jarjur, Grey dog shark, Gray sharpnose shark, Sharpnose shark, grey sharpnose shark, Requin aiguille gris, Moosi, Ankou zame, Shivra, Pal sravu, Palsorrah, Yu minyak, Yu muncung minyak, Grijze scherpsnuithaai, Purrooway sorrah, Pal sorrah, Sem sorrah, Chalarm Paag-laem","CARCHARHINIFORMES","CARCHARHINIDAE","LC",41851,"http://www.iucnredlist.org/details/classify/41851/0","http://www.iucnredlist.org/pdflink.41851","http://www.fishbase.org/summary/Rhizoprionodon-oligolinx.html"
"Rhizoprionodon porosus","Caribisk spidssnudet haj, Caribbean sharpnose shark, Atlantic sharpnose shark, Sharpnose shark, Snook shark, Tollito, Cazon picudo, cazon de playa, Nokkahai, Rhizoprionodon porosus, Requin aiguille antillais, Caribische scherpsnuithaai, Figuinho, Frango","CARCHARHINIFORMES","CARCHARHINIDAE","LC",61407,"http://www.iucnredlist.org/details/classify/61407/0","http://www.iucnredlist.org/pdflink.61407","http://www.fishbase.org/summary/Rhizoprionodon-porosus.html"
"Rhizoprionodon taylori","Australsk spidssnudet haj, Australian sharpnose shark, Sharp-nosed shark, Taylor's shark, Taylors shark, Yu muncung kelabu, Australische scherpsnuithaai","CARCHARHINIFORMES","CARCHARHINIDAE","LC",41852,"http://www.iucnredlist.org/details/classify/41852/0","http://www.iucnredlist.org/pdflink.41852","http://www.fishbase.org/summary/Rhizoprionodon-taylori.html"
"Rhizoprionodon terraenovae","Atlantisk spidssnudet haj, Atlantischer Spitzmaulhai, Atlantic sharpnose shark, Atlantic sharp-nosed shark, Newfoundland shark, Sharp-nosed shark, White shark, Tollito, Atlantinnokkahai, Chien de mer, Requin aiguille, Requin aiguille gussi, Squalo di terranuova, Squalo musoguzzo, Atlantische scherpsnuithaai, Atlantische spitssnuithaai, Bicudo, Cucuri, Frango, Tubarao-terranova, Vitprickig spetsnoshaj, Cuur, Gaynde gu ndaw","CARCHARHINIFORMES","CARCHARHINIDAE","LC",39382,"http://www.iucnredlist.org/details/classify/39382/0","http://www.iucnredlist.org/pdflink.39382","http://www.fishbase.org/summary/Rhizoprionodon-terraenovae.html"
"Rhynchobatus australiae","Geigenrochen, Giant guitarfish, Fiddler, Guitarfish, Sandshark, Shovelnose shark, White-spotted guitarfish, White-spotted shovelnose ray, White-spotted shovelnosed guitarfish, White-spotted wedgefish, Whitespot ray, Whitespot shovelnose ray, Whitespotted guitarfish, Whitespotted wedgefish, Tongarisakata zame, Petong gitar, Liongbun, Pari, Pari-kemejan tompok putih, Yu kemejan, Yu kia-kia, Australische kegrog, Ronan jud-khao","RAJIFORMES","RHYNCHOBATIDAE","VU",41853,"http://www.iucnredlist.org/details/classify/41853/0","http://www.iucnredlist.org/pdflink.41853","http://www.fishbase.org/summary/Rhynchobatus-australiae.html"
"Rhynchobatus djiddensis","Reus-sandkruiper, Barbar, Ehreery, Fanto, Nawwam, Suss, Indo-pacifisk guitarfisk, Riesengeigenrochen, Geigenrochen, Giant guitarfish, Giant sandshark, Guitar fish, Plough fish, Sand shark, Sandy, Shark-ray, Shovel nose, Shovelnose, Spotted guitarfish, White spotted shovelnose guitarfish, White spotted shovelnose ray, White-spotted guitarfish, White-spotted shovelnose, White-spotted shovelnose ray, White-spotted wedgefish, Whitespot giant guitarfish, Whitespotted guitarfish, Whitespotted wedgefish, Pez cuna manchado, Saus-e-bozorg, qio uluvai, Violon, Grande raie guitare, Raie guitare, Requin raie, Bhuther, Dhons, Kasaj, Tongari-sakatazame, Etti-baliar, Sorobois, Soroboa, Varithlai, Lanj, Pok, Ranja, Yu kia-kia, Pari, Yu kemejan, Rhynchobatus djiddensis, Witgestippelde kegrog, Much-cho, Kiri uluva, Oolo-oolo shabeelley, Papa charawanza, Kachu-ulavai, Kachu-uluvai, Padanagan, Padanangan, Pal ulavai, Palunga, Nululavi, Tipiulavi, Walawah-tenkee, Bariwan, Pating sudsod, Sodsod, Sudsud","RAJIFORMES","RHYNCHOBATIDAE","VU",39394,"http://www.iucnredlist.org/details/classify/39394/0","http://www.iucnredlist.org/pdflink.39394","http://www.fishbase.org/summary/Rhynchobatus-djiddensis.html"
"Rhynchobatus laevis","Smoothnose wedgefish, Smooth nose wedgefish, Smoothnose wedgefish, Pari, Pari-kemejan sirip tinggi, Yu kemejan, Yu kia-kia, Gladneuskegrog","RAJIFORMES","RHYNCHOBATIDAE","VU",41854,"http://www.iucnredlist.org/details/classify/41854/0","http://www.iucnredlist.org/pdflink.41854","http://www.fishbase.org/summary/Rhynchobatus-laevis.html"
"Rhynchobatus luebberti","Afrikansk guitarfisk, Geigenrochen, Apla, Giant guitarfish, African wedgefish, Guitarra, Lubberts guitarfish, Spikenose wedgefish, pez cuna africano, Helmikitararausku, Poisson-paille africain, Raie guitare, Stekelsnuitkegrog, Viola, Viola-de-cunha","RAJIFORMES","RHYNCHOBATIDAE","EN",60180,"http://www.iucnredlist.org/details/classify/60180/0","http://www.iucnredlist.org/pdflink.60180","http://www.fishbase.org/summary/Rhynchobatus-luebberti.html"
"Rhynchobatus sp. nov. A","","RAJIFORMES","RHYNCHOBATIDAE","VU",60181,"http://www.iucnredlist.org/details/classify/60181/0","http://www.iucnredlist.org/pdflink.60181","http://www.fishbase.org/summary/Rhynchobatus-sp. nov. A.html"
"Rhynchobatus springeri","","RAJIFORMES","RHYNCHOBATIDAE","VU",60182,"http://www.iucnredlist.org/details/classify/60182/0","http://www.iucnredlist.org/pdflink.60182","http://www.fishbase.org/summary/Rhynchobatus-springeri.html"
"Rioraja agassizii","Rio skate, Ray, Skate, Raya lisa, Riorog, Skate, Arraia-santa, Raia-santa","RAJIFORMES","ARHYNCHOBATIDAE","VU",63109,"http://www.iucnredlist.org/details/classify/63109/0","http://www.iucnredlist.org/pdflink.63109","http://www.fishbase.org/summary/Rioraja-agassizii.html"
"Rostroraja alba","Spiesneus-rog, Spiesneus, Spiesneus rog, Rajada blanca, Razza bianca, morgath wen, Spidsrokke, Spitzrochen, Bandroche, Bandrochen, Randrochen, Saumrochen, gerandeter Rochen, Lefkovatos, Salahi, White-bellied skate, Bordered ray, Bordered skate, Bottlenose, Bottlenose skate, Burton skate, Owl skate, Spearnose skate, White bordered skate, White bottle-nose skate, White or bottlenosed skate, White skate, bottlenosed skate, Raya picuda, Cavach, Clavel, Raya blanca, Raya bramante, Pullonokkarausku, Raie blanche, Blanquette, Mirayet, Petit raie-museau, Petite raie-museau, Pocheteau blanc, Volina bjelica, Vacche, Baraccoletta, Baracoleta, Chiamita, Mezzaraja, Moro, Picara liscia, Picaredda, Pichira liscia, Raja liscia, Rasa capusinha, Razza bianca, Hamiema, Witte rog, Raja siwa, Tairoga, Raia tairoga, Raia-branca, Raia-tairoga, Raia-teiroga, Vulpe alba, Raxhe, Raza bjelica, Spetsnosad rocka, Vatoz, Akvatoz baligi, Thiaukher","RAJIFORMES","RAJIDAE","EN",61408,"http://www.iucnredlist.org/details/classify/61408/0","http://www.iucnredlist.org/pdflink.61408","http://www.fishbase.org/summary/Rostroraja-alba.html"
"Schroederichthys bivius","narrowmouthed catshark, Narrowmouth cat shark, Narrowmouth catshark, Pintarroja, Pejegato bocachica, Holbiche blanche, Streepbekkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",39347,"http://www.iucnredlist.org/details/classify/39347/0","http://www.iucnredlist.org/pdflink.39347","http://www.fishbase.org/summary/Schroederichthys-bivius.html"
"Schroederichthys chilensis","Red-spotted cat shark, Chilean catshark, redspotted catshark, Pintarroja, Pintaroja, Pintarroja chilena, Tollo gato, Tollo manchado, Roodgevlekte kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44585,"http://www.iucnredlist.org/details/classify/44585/0","http://www.iucnredlist.org/pdflink.44585","http://www.fishbase.org/summary/Schroederichthys-chilensis.html"
"Schroederichthys maculatus","Narrowtail cat shark, narrowtail catshark, Pejegato rabo fino, Holbiche petite queue, Smalstaartkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161544,"http://www.iucnredlist.org/details/classify/161544/0","http://www.iucnredlist.org/pdflink.161544","http://www.fishbase.org/summary/Schroederichthys-maculatus.html"
"Schroederichthys saurisqualus","Lizard catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","VU",44586,"http://www.iucnredlist.org/details/classify/44586/0","http://www.iucnredlist.org/pdflink.44586","http://www.fishbase.org/summary/Schroederichthys-saurisqualus.html"
"Schroederichthys tenuis","Slender cat shark, narrowmouthed catshark, slender catshark, Pejegato menudo, Holbiche mannequin, Kurakake-torazame, Slanke kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44587,"http://www.iucnredlist.org/details/classify/44587/0","http://www.iucnredlist.org/pdflink.44587","http://www.fishbase.org/summary/Schroederichthys-tenuis.html"
"Scoliodon laticaudus","Shank, Hangor, Spadehaj, Shortfin dogshark, Dog shark, Indian dog shark, Indian dogshark, Sharp nosed shark, Trowel nose shark, Yellow dog shark, Yellow dog-shark, Yellow dogshark, spadenose shark, Lapahai, Scoliodon laticaudus, Moosi, Sandha, Sandho, Togariankou zame, Mori, Shivra, Aul pidiyan, Pooyi sravu, Mushi, Son-mushi, Sonmushi, Yu pasir, Yu jereh, Yu jerih, Yu jernih, Yu padi, Steeksnuithaai, Marracho espadarte, Libaax, Baal madoobe, Papa-sumbwi, Papa bunshu, Pillai-sorrah, Nullian sorrah, Nullian-sorrah, Palah-sorrah, Chalarm Noo","CARCHARHINIFORMES","CARCHARHINIDAE","NT",39383,"http://www.iucnredlist.org/details/classify/39383/0","http://www.iucnredlist.org/pdflink.39383","http://www.fishbase.org/summary/Scoliodon-laticaudus.html"
"Scyliorhinus besnardi","Polka-dot cat shark, polkadot catshark, lija, Roussette polka, Gestippelde kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44588,"http://www.iucnredlist.org/details/classify/44588/0","http://www.iucnredlist.org/pdflink.44588","http://www.fishbase.org/summary/Scyliorhinus-besnardi.html"
"Scyliorhinus boa","Boa cat shark, boa catshark, Gatica, Roussette boa, Gomafu-torazame, Boakathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161336,"http://www.iucnredlist.org/details/classify/161336/0","http://www.iucnredlist.org/pdflink.161336","http://www.fishbase.org/summary/Scyliorhinus-boa.html"
"Scyliorhinus canicula","Irsh, Kalb el bah'r, Kelb el bahr, Ktat, ki-rouz, kazh mor, touill bihen, Gat ver, Gat, Gatet, Gatvaire, Gattucciu, morgi, morgi meiaf, Katzenhai, Kleiner Katzenhai, Kleingefleckter Katzenhai, Kleinigefleckte, Skylopsaro, Skylopsaraki, Lesser-spotted catshark, Cat, Dogfish, Fay dog, Lesser spotted dogfish, Mona, Rough dog, Rough hound, Sandy dogfish, Small spotted dog, Small-spotted cat shark, Small-spotted dogfish, Smallspotted catshark, Spotted catshark, Spotted dogfish, small spotted catshark, small-spotted catshark, smaller spotted catshark, smaller spotted dogfish, Gato, Breka, Cat, Catuarraya, Galeo, Gat, Gatet, Gato marino, Gatvaire, Mamatxa, Melgacho, Mona, Pez perro, Pintarroja, Pitarrosa, Pitarrosa de altura, Pitarrosin, katuarraina, Pistepunahai, Catarouquiera, Catarousse, Charotel, Chat de mer, Chat marin, Gat, Gatanghier, Petite chat de mer, Petite rousette, Petite roussette, Rousse, Roussette, Saumonette, Squale roussette, Squale-roussette, morgay, Gobbag hooill, Gildan, Gildon kalbi, Macka bljedica, Rijanka, parda, Gattuccio, Attaredda, Cacciottiello, Cacciuni, Cacciuottolo, Cagnotiello, Cagnulu, Canicchie, Cattuzzu, Cazzuni, Gata, Gata de Quarnero, Gattaccio minore, Gattaiellu, Gattareddu, Gattina, Gattocele, Gattod, Gattodde, Gattu di mari, Gattuccia, Gattucciu, Gattuso, Gatuso, Gatuzzu, Jadduzzu, Jattupaddu, Jattupardu, Liabarda, Pardolle, Pesce cagnolo, Pinto-rousso, Rosetta minore, Salamine, gattucio, Gattarell, Gattarell tat-tikek, Hondshaai, Zeehond, Rekinek psi, rekinek, pataroxa, Pata-roxa, Pintarroxa, morskoi kot, Koshachya akula, Obyknovennaya koshach'ya akula, morgay, Mace-deti, Mice-deti, mace deti, mica e detit, mice me pika, Macka bjelica, Macka, Morska macka, Kedi baligi, Dislikedi baligi, Kedib, Skylaki, kedi, Koshacha akula","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161399,"http://www.iucnredlist.org/details/classify/161399/0","http://www.iucnredlist.org/pdflink.161399","http://www.fishbase.org/summary/Scyliorhinus-canicula.html"
"Scyliorhinus capensis","Geelspikkel-kathaai, yellowspotted catshark, Dogfish, Lazy shark, Spotted lazyshark, White-spotted dogfish, Yellow-spotted cat shark, Kapinpunahai, Geelgestippelde kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","NT",39349,"http://www.iucnredlist.org/details/classify/39349/0","http://www.iucnredlist.org/pdflink.39349","http://www.fishbase.org/summary/Scyliorhinus-capensis.html"
"Scyliorhinus cervigoni","West African cat shark, Nurse hound, west african catshark, Roussette thalassa, West-afrikaanse kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",60234,"http://www.iucnredlist.org/details/classify/60234/0","http://www.iucnredlist.org/pdflink.60234","http://www.fishbase.org/summary/Scyliorhinus-cervigoni.html"
